,Unnamed: 0,Title,Subtitle,Image,Author,Publication,Year,Month,Day,Reading_Time,Claps,url,Author_url,Tag_artificial-intelligence,Tag_data-analytics,Tag_data-engineering,Tag_data-science,Tag_deep-learning,Tag_machine-learning,Tag_nlp,Tag_python,Tag_r,Tag_reinforcement-learning,Tag_statistics,Category
83687,83687,Making Rockets Hover with PID Controllers,"Its not rocket science, its control theory",1,Eugen Hotaj,,2019,5,8,9,458.0,https://medium.com/@eugenhotaj/controlling-rockets-with-theory-b8bf3d8b263f,https://medium.com/@eugenhotaj,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
83822,83822,Beating OpenAI At Dota By Trolling,A 2 part serie on understanding and beating OpenAI Five bot,1,Evan Pu,,2018,8,11,1,5.0,https://medium.com/@evanthebouncy/beating-openai-at-dota-by-trolling-164a736d4dd8,https://medium.com/@evanthebouncy,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
83825,83825,Understanding OpenAI Five,How to teach a pigeon cool tricks,1,Evan Pu,,2018,8,30,8,1950.0,https://medium.com/@evanthebouncy/understanding-openai-five-16f8d177a957,https://medium.com/@evanthebouncy,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
83862,83862,Reinforcement Learning in gaming,Microsoft made an amazing history in machine learning (ML) and artificial intelligence (AI). They,1,Eve Pardi,,2020,8,6,9,58.0,https://medium.com/@evepardi/reinforcement-learning-in-gaming-583a42bc2a9b,https://medium.com/@evepardi,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
84570,84570,Deep Q Learning,"Deep Q learning(DQN)2013deep mindAIAIDQNfeature""""DQN!",0, ,,2018,11,21,2,50.0,https://medium.com/@fadeawaygod/%E4%BD%BF%E7%94%A8deep-q-learning%E4%BE%86%E7%8E%A9%E5%A4%AA%E7%A9%BA%E5%B0%84%E6%93%8A%E9%81%8A%E6%88%B2-bfc8ff9c4196,https://medium.com/@fadeawaygod,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
84884,84884,AWS DeepracerHow to train a model in 15 minutes,,1,Falk Tandetzky,,2019,12,16,5,54.0,https://medium.com/@falktandetzky/aws-deepracer-how-to-train-a-model-in-15-minutes-a07ab77fb793,https://medium.com/@falktandetzky,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
84885,84885,The AWS DeepRaceing Championship at re:invent in Las Vegas and how I got there,,1,Falk Tandetzky,,2019,12,16,5,2.0,https://medium.com/@falktandetzky/the-aws-deepraceing-championship-at-re-invent-in-las-vegas-and-how-i-got-there-33caa780898c,https://medium.com/@falktandetzky,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85033,85033,Reinforcement LearningPart 01,Wild adventure into RL following Sutton and Barto,1,Mohamed Enein,,2020,4,28,5,0.0,https://medium.com/@farbluestar/reinforcement-learning-part-01-e6b78118422d,https://medium.com/@farbluestar,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85034,85034,Reinforcement LearningPart 03,"Optimistic Initial Values, UCB, and Gradient Bandit",1,Mohamed Enein,,2020,6,8,8,0.0,https://medium.com/@farbluestar/reinforcement-learning-part-03-355be5c7cae4,https://medium.com/@farbluestar,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85334,85334,The robot diaryA Reinforcement Learning journey,,1,fer cossio,,2019,7,11,3,0.0,https://medium.com/@fcossio/the-robot-diary-a-reinforcement-learning-journey-b8453ff8e16b,https://medium.com/@fcossio,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85335,85335,The robot diaryThe sinner,11/07/2019. A new simulator was implemented. This time using a fork of,1,fer cossio,,2019,7,12,2,49.0,https://medium.com/@fcossio/the-robot-diary-the-sinner-232336dd39ac,https://medium.com/@fcossio,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85336,85336,The robot diaryWhy Webots didnt quite suit our RL project,Webots is the physics simulator we used,1,fer cossio,,2019,7,13,3,0.0,https://medium.com/@fcossio/the-robot-diary-why-webots-didnt-quite-suit-our-rl-project-dbfc488fdd0e,https://medium.com/@fcossio,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85360,85360,A brief introduction to Machine LearningMore than you should know.,"Machine Learning is everywhere nowadays. People like me will always want to become good at it. So, I started learning it. In this article, I would like to give a brief overview so that youll end up writing",0,Vinay Khobragade,,2018,1,9,5,171.0,https://medium.com/@feat7/a-brief-introduction-to-machine-learning-more-than-you-should-know-9aa57a0d8367,https://medium.com/@feat7,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85467,85467,Aprendizado por reforo: como escolher estados iniciais para melhorar a performance,Reverse Curriculum Generation for Reinforcement Learning,0,Felipe Angelim Vieira,,2020,5,2,2,0.0,https://medium.com/@felipeangelim/aprendizado-por-refor%C3%A7o-como-escolher-estados-iniciais-para-melhorar-a-performance-db58bc8613c3,https://medium.com/@felipeangelim,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85668,85668,Reinforcement Learning,"In deze post zal ik het hebben over het AI algoritme gebruikt voor het AI gedeelte, namelijk de AI Trader.",1,Fernando Andrade Guevara,,2020,6,25,8,0.0,https://medium.com/@fernando.andrade.guevara/reinforcement-learning-956718e93f0,https://medium.com/@fernando.andrade.guevara,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85702,85702,Udacity Robotics ND Project 8Deep RL Arm Manipulation,In this article Ill go over my submission for,1,Fernando Jaruche Nunes,,2018,12,6,6,34.0,https://medium.com/@fernandojaruchenunes/udacity-robotics-nd-project-8-deep-rl-arm-manipulation-ce480cbb1194,https://medium.com/@fernandojaruchenunes,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85754,85754,Context-Reinforced Semantic Segmentation Detail Understanding,,1,Fezan,,2019,9,13,2,2.0,https://medium.com/@fezancs/context-reinforced-semantic-segmentation-detail-understanding-6f11a85113e7,https://medium.com/@fezancs,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85803,85803,AWS Deepracer RL,AWSDeepracer,1,CK Sun,,2019,6,12,12,223.0,https://medium.com/@fgriasa123/aws-deepracer-rl%E7%AB%B6%E8%B3%BD%E5%AF%A6%E6%88%B0%E5%BF%83%E5%BE%97%E5%88%86%E4%BA%AB-e6ea9a5384ca,https://medium.com/@fgriasa123,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85805,85805,Unity ML-Agents ,,1,CK Sun,,2019,1,31,6,862.0,https://medium.com/@fgriasa123/unity-ml-agents-%E7%AC%AC%E4%B8%80%E7%AB%A0-%E5%BB%BA%E6%A7%8B%E7%92%B0%E5%A2%83-ee27391cf4b0,https://medium.com/@fgriasa123,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85806,85806,Unity ML-Agents ,,1,CK Sun,,2019,2,3,11,639.0,https://medium.com/@fgriasa123/unity-ml-agents-%E7%AC%AC%E4%B8%89%E7%AB%A0-%E8%A8%93%E7%B7%B4%E7%AF%84%E6%9C%AC-ed782483047f,https://medium.com/@fgriasa123,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85807,85807,Unity ML-Agents ,UnityML Unity ML-Agents Toolkit-3D,1,CK Sun,,2019,2,1,6,502.0,https://medium.com/@fgriasa123/unity-ml-agents-%E7%AC%AC%E4%BA%8C%E7%AB%A0-%E7%AF%84%E6%9C%AC%E4%BB%8B%E7%B4%B9-efd31e9e41aa,https://medium.com/@fgriasa123,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85808,85808,Unity Obstacle Tower ,UnityObstacle TowerAI3DRL,1,CK Sun,,2019,6,7,4,134.0,https://medium.com/@fgriasa123/unity-obstacle-tower-%E7%AC%AC%E4%B8%80%E7%AB%A0-%E4%BB%8B%E7%B4%B9-a16f3f73d6fd,https://medium.com/@fgriasa123,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85863,85863,Model Free Reinforcement Learning,Reinforcement learning is one of the most exciting branches of AI,1,Filip Knyszewski,,2018,12,25,10,274.0,https://medium.com/@filip.knyszewski/model-free-reinforcement-learning-ef0a3945dabb,https://medium.com/@filip.knyszewski,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
85903,85903,Reinforcement Learning: Introduction to Q Learning,,1,J Li,,2018,7,30,3,213.0,https://medium.com/@fin.techology/reinforcement-learning-introduction-to-q-learning-444c951e292c,https://medium.com/@fin.techology,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
86292,86292,Summary: A Simple Approach to Case-Based Reasoning in Knowledge Bases,"Authors: Rajarshi Das1 RAJARSHI, Ameya Godbole, Shehzaad Dhuliawala, Manzil Zaheer, Andrew McCallum",0,Flexudy Education,,2020,6,28,2,0.0,https://medium.com/@flexudyeducation/summary-a-simple-approach-to-case-based-reasoning-in-knowledge-bases-f17b4035cfa,https://medium.com/@flexudyeducation,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
86303,86303,Summary: The AI Economist: Improving Equality and Productivity with AI-Driven Tax Policies,,1,Flexudy Education,,2020,4,30,10,0.0,https://medium.com/@flexudyeducation/summary-the-ai-economist-improving-equality-and-productivity-with-ai-driven-tax-policies-7690906b5ba2,https://medium.com/@flexudyeducation,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
86304,86304,Summary: The Hanabi challenge: A new frontier for AI research,,1,Flexudy Education,,2020,5,28,7,0.0,https://medium.com/@flexudyeducation/summary-the-hanabi-challenge-a-new-frontier-for-ai-research-f0ef93c76cdb,https://medium.com/@flexudyeducation,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
86414,86414,Learning a five-in-a-row policy using PyTorch,In this post Ill comment on reinforcement learning (the policy function optimization variety) of a game called five-in-a-row. The code is available on my GitHub. I wont go into the basics of reinforcement learning because there are many resources,0,Florijan Stamenkovi ,,2018,5,22,5,176.0,https://medium.com/@florijan.stamenkovic_99541/learning-a-five-in-a-row-policy-using-pytorch-5a11f38ee474,https://medium.com/@florijan.stamenkovic_99541,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
86622,86622,Understanding Baseline Techniques for REINFORCE,"By Phillip Lippe, Rick Halm, Nithin Holla and Lotta Meijerink",1,Fork Tree,,2019,10,17,17,52.0,https://medium.com/@fork.tree.ai/understanding-baseline-techniques-for-reinforce-53a1e2279b57,https://medium.com/@fork.tree.ai,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
86930,86930,Reinforcement LearningRiver Raid Atari,,1,Francke Peixoto,,2020,7,18,7,0.0,https://medium.com/@franckepeixoto/reinforcement-learning-river-raid-atari-7ee51bf597ab,https://medium.com/@franckepeixoto,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
87436,87436,Why Reinforcement Learning is Different from other types of Learning?,Reinforcement Learning is a kind of Learning where an Agent learn itself. Generally this term Reinforce comes from Psychological background.,0,Fairuz Shadmani Shishir,,2019,8,28,1,0.0,https://medium.com/@fsshishir95/why-reinforcement-learning-is-different-from-other-types-of-learning-5c930cfdf69b,https://medium.com/@fsshishir95,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
87480,87480,Quantile Reinforcement Learning,"Ive been exploring reinforcement learning that takes advantage of uncertainty. In particular, I have",1,Evan Fuller,,2017,12,30,5,189.0,https://medium.com/@fuller.evan/quantile-reinforcement-learning-56f8b3c3f134,https://medium.com/@fuller.evan,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
87729,87729,GoAi #1: Asynchronous Methods for Deep Reinforcement Learning,"I take a note about my paper reading by writing some stories on medium. I start to do reinforcement learning research recently, so I expect myself to read ai related paper frequently. Specially, I would like to share my note",0,darrenyaoyao,,2016,7,31,2,1.0,https://medium.com/@g789872001darren/goai-1-asynchronous-methods-for-deep-reinforcement-learning-26791147fd26,https://medium.com/@g789872001darren,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
87730,87730,GoAi #2: Strategic Dialogue Management via Deep Reinforcement Learning,,0,darrenyaoyao,,2016,7,31,2,0.0,https://medium.com/@g789872001darren/goai-2-strategic-dialogue-management-via-deep-reinforcement-learning-aba478337927,https://medium.com/@g789872001darren,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
87731,87731,GoAi #3: Bayesian Learning via Stochastic Gradient Langevin Dynamics,,0,darrenyaoyao,,2016,7,31,2,1.0,https://medium.com/@g789872001darren/goai-3-bayesian-learning-via-stochastic-gradient-langevin-dynamics-7caa13a500c4,https://medium.com/@g789872001darren,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
87732,87732,GoAi #4: Continuous Deep Q-Learning with Model-based Acceleration,,0,darrenyaoyao,,2016,8,31,3,31.0,https://medium.com/@g789872001darren/goai-4-continuous-deep-q-learning-with-model-based-acceleration-4d8aea6889d0,https://medium.com/@g789872001darren,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
87793,87793,Deep Reinforcement LearningPolicy GradientsLunar Lander!,,1,Gabriel Garza,,2018,1,27,6,294.0,https://medium.com/@gabogarza/deep-reinforcement-learning-policy-gradients-8f6df70404e6,https://medium.com/@gabogarza,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
87953,87953,LARGE-SCALE STUDY OF CURIOSITY-DRIVEN LEARNING,": reinforcement learning, machine learning, intrinsic reward",1,Ray Chiu,,2019,1,2,7,227.0,https://medium.com/@gaexp233008/large-scale-study-of-curiosity-driven-learning-2085176ff825,https://medium.com/@gaexp233008,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
87954,87954,LEARNING TO TEACH,: Reinforcement LearningMeta LearningOptimization,1,Ray Chiu,,2018,12,23,3,185.0,https://medium.com/@gaexp233008/learning-to-teach-1b2e44a079ed,https://medium.com/@gaexp233008,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
88151,88151,Setting up Mujoco,"Mujoco is a physics simulator developed by Roboti LLC, which is very similar to ROS",1,Ganesh Prasanna,,2018,10,14,4,20.0,https://medium.com/@ganeshprasanna/setting-up-mujoco-7a5ee62cf6dc,https://medium.com/@ganeshprasanna,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
88290,88290,What is Machine Learning?,Machine learning is an application of artificial intelligence (AI) that provides systems the ability to automatically learn and improve from data without being explicitly programmed.,0,garvitanand2,,2019,11,10,2,0.0,https://medium.com/@garvitanand11/what-is-machine-learning-a6435b751be,https://medium.com/@garvitanand11,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
88889,88889,Ensemble Reinforcement Learning in OpenAI Gym,A four-part series on implementing Ensemble Learning in,1,Gelana Tostaeva,,2020,4,25,3,0.0,https://medium.com/@gelana/ensemble-reinforcement-learning-in-openai-gym-1d9c887a4fb1,https://medium.com/@gelana,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
88895,88895,A Unified Game-Theoretic Approach to Multi-agent Reinforcement Learning,,1,gema.parreno.piqueras,,2019,2,13,4,80.0,https://medium.com/@gema.parreno.piqueras/a-unified-game-theoretic-approach-to-multi-agent-reinforcement-learning-4b291b786446,https://medium.com/@gema.parreno.piqueras,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
88896,88896,About communication in Multi-Agent Reinforcement Learning,,1,gema.parreno.piqueras,,2019,6,4,8,144.0,https://medium.com/@gema.parreno.piqueras/marl-icml-2019-a3cda00d8fff,https://medium.com/@gema.parreno.piqueras,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
88898,88898,QMIX paper ripped: Monotonic Value Function Factorization for Deep Multi-agent Reinforcement Learning in StarCraft II,,1,gema.parreno.piqueras,,2019,5,11,5,56.0,https://medium.com/@gema.parreno.piqueras/qmix-paper-ripped-monotonic-value-function-factorization-for-deep-multi-agent-reinforcement-7e03998f61e7,https://medium.com/@gema.parreno.piqueras,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
88900,88900,SCIILE Blue Moon mini-game and Tencent TSTRARBOTS paper ripped [Part I],In this article we will dive into a,1,gema.parreno.piqueras,,2018,10,23,4,2.0,https://medium.com/@gema.parreno.piqueras/sciile-blue-moon-mini-game-and-tencent-tstarbots-paper-ripped-part-i-4724e5ca3585,https://medium.com/@gema.parreno.piqueras,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
88903,88903,StarCraft II Learning environment full overview (III),,1,gema.parreno.piqueras,,2018,10,6,7,16.0,https://medium.com/@gema.parreno.piqueras/starcraft-ii-learning-environment-full-overview-iii-f7c2bc8cb4fb,https://medium.com/@gema.parreno.piqueras,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
88904,88904,StarCraft II Learning environment full overview (IV),,1,gema.parreno.piqueras,,2018,10,6,5,12.0,https://medium.com/@gema.parreno.piqueras/starcraft-ii-learning-environment-full-overview-iv-2fb1a7c2667,https://medium.com/@gema.parreno.piqueras,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
88905,88905,StarCraft II Learning environment full overview (V),,1,gema.parreno.piqueras,,2018,10,6,3,21.0,https://medium.com/@gema.parreno.piqueras/starcraft-ii-learning-environment-full-overview-v-34f5cb2a2220,https://medium.com/@gema.parreno.piqueras,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
88906,88906,StarCraft II Learning environment full overview (VI),,1,gema.parreno.piqueras,,2018,10,6,3,36.0,https://medium.com/@gema.parreno.piqueras/starcraft-ii-learning-environment-full-overview-vi-ae3126aa6b35,https://medium.com/@gema.parreno.piqueras,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
88907,88907,StarCraft II Learning environment full overview (VII),,1,gema.parreno.piqueras,,2018,10,6,1,2.0,https://medium.com/@gema.parreno.piqueras/starcraft-ii-learning-environment-full-overview-vii-8b0775c1f3a7,https://medium.com/@gema.parreno.piqueras,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
89277,89277,Creating OpenAI Gym Environments with PyBullet (Part 1),,1,Gerard Maggiolino,,2019,10,22,9,162.0,https://medium.com/@gerardmaggiolino/creating-openai-gym-environments-with-pybullet-part-1-13895a622b24,https://medium.com/@gerardmaggiolino,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
89291,89291,My experience on AlphaZero,A short story on home made AlphaZero.,1,Gergely Papp,,2018,3,11,4,68.0,https://medium.com/@gergopool/my-experience-on-alphazero-2c2b146567d4,https://medium.com/@gergopool,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
89653,89653,How to Learn,,1,Giuliano Giacaglia,,2019,3,4,7,0.0,https://medium.com/@giacaglia/how-to-learn-d6b2e9c9a2c,https://medium.com/@giacaglia,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
89654,89654,Learning to Learn,How the human brain learns to learn,1,Giuliano Giacaglia,,2019,4,11,13,52.0,https://medium.com/@giacaglia/learning-to-learn-d33f3a762e9f,https://medium.com/@giacaglia,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
90446,90446,Deep Q-learning to play Space Invaders,"In my last article we talked about Q-learning, where we had",0,Branav Kumar Gnanamoorthy,,2019,4,24,6,51.0,https://medium.com/@gnabr/deep-q-learning-to-play-space-invaders-7ce1d795a9f6,https://medium.com/@gnabr,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
90448,90448,Introduction to Reinforcement Learning,agent,0,Branav Kumar Gnanamoorthy,,2019,4,15,7,60.0,https://medium.com/@gnabr/introduction-to-reinforcement-learning-29fd6f462500,https://medium.com/@gnabr,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
90555,90555,UnityReinforcement Learning: Part 1,If you follow research then you know that reinforcement learning is on the rise ever since,1,Pranjal Yadav,,2020,7,3,4,1.0,https://medium.com/@godricglow/unity-reinforcement-learning-part-1-6267895a8a68,https://medium.com/@godricglow,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
90600,90600,MLDS - Reinforcement Learning,Notes :,0,Johnny Hsu,,2017,12,5,1,0.0,https://medium.com/@gogameboy11/mlds-reinforcement-learning-39ac7fead0bc,https://medium.com/@gogameboy11,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
90952,90952,Learning Machine Learning with Gin Rummy,"Ive been trying to teach my computer to play Gin Rummy. Actually, its a simplified",1,Gorilla Logic,,2018,4,24,3,0.0,https://medium.com/@gorillalogic/learning-machine-learning-with-gin-rummy-eeb609778698,https://medium.com/@gorillalogic,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
90988,90988,"Bsqueda de fugas, eficiencia energtica, optimizacin de la presin y priorizacin de las acciones gestionadas por",,1,gotodigital.es,,2020,3,10,20,0.0,https://medium.com/@gotodigital/b%C3%BAsqueda-de-fugas-eficiencia-energ%C3%A9tica-optimizaci%C3%B3n-de-la-presi%C3%B3n-y-priorizaci%C3%B3n-de-las-acciones-f21fbeeb1b5,https://medium.com/@gotodigital,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
92793,92793,RL in 20481,   .   1024 !           .        ~,0,Las,,2018,7,17,4,12.0,https://medium.com/@haho6629/rl-in-2048-1-d2a769f03d6d,https://medium.com/@haho6629,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
93008,93008,Makine renmesi Nedir ? Makine renmesine Giri,ncelikle nereden kt bu kavram ok detayna girmeden biraz inceleyelim.,0,Hamdi Damar,,2020,2,25,1,1.0,https://medium.com/@hamdidamar/son-zamanlarda-her-yerde-duydu%C4%9Fumuz-makine-%C3%B6%C4%9Frenmesi-konusunda-giri%C5%9F-niteli%C4%9Finde-%C3%B6%C4%9Frendiklerimi-5ed3cdb5046e,https://medium.com/@hamdidamar,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
93072,93072,Reinforcement learning with Tensorflow 2.0,Reinforcement learning is a fascinating field in artificial intelligence which is,1,Ahmet Hamza Emra,,2019,3,9,5,181.0,https://medium.com/@hamza.emra/reinforcement-learning-with-tensorflow-2-0-cca33fead626,https://medium.com/@hamza.emra,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
93154,93154,FScaler: Automatic Resource Scaling of Containers in Fog Clusters Using Reinforcement Learning,,1,Hani Sami,,2020,6,24,2,4.0,https://medium.com/@haniisami4/fscaler-automatic-resource-scaling-of-containers-in-fog-clusters-using-reinforcement-learning-4db355719256,https://medium.com/@haniisami4,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
93328,93328,Learn Markov Decision Process in 10 minutes,"Value/Policy Iteration, MCTS, UCT",1,Potassium Potato,,2019,11,18,5,0.0,https://medium.com/@haoyunlai/learn-markov-decision-process-in-10-minutes-6bd3f13e4047,https://medium.com/@haoyunlai,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
93329,93329,Off-policy evaluation literature,"In recent years, we have seen great successes of reinforcement learning (RL). For example, playing Atari games, playing Go, etc. As the RL agents get more and more powerful, researchers have started to develop RL algorithms for more complex, real world applications, e.g",0,Haozhu Wang,,2019,5,30,2,11.0,https://medium.com/@haozhuwang1993/off-policy-evaluation-literature-ff950ad15cd,https://medium.com/@haozhuwang1993,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
93470,93470,Guide to Restricted Boltzmann Machines (RBM) Part 2,,1,Harika Gaggara,,2020,6,22,8,2.0,https://medium.com/@harika.gaggara/guide-to-restricted-boltzmann-machines-rbm-part-2-9cf84c7db14b,https://medium.com/@harika.gaggara,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
93854,93854,3 skills to master before reinforcement learning (RL),,1,Harshit Bhavnani,,2020,4,17,4,0.0,https://medium.com/@harshit7b/3-skills-to-master-before-reinforcement-learning-rl-ab422514b5de,https://medium.com/@harshit7b,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
93873,93873,Reinforcement Learning,"Machine Learning is generally of three typesSupervised Learning, Unsupervised Learning and lastly Reinforcement",1,Harshit Awasthi,,2018,2,28,4,2.0,https://medium.com/@harshitawasthi/reinforcement-learning-c2ec6133c536,https://medium.com/@harshitawasthi,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
93874,93874,Reinforcement Learning Part 2,A lot of tasks in real life cannot be simply modeled by features and labels. Consider a task where we want,1,Harshit Awasthi,,2018,3,31,5,0.0,https://medium.com/@harshitawasthi/reinforcement-learning-part-2-28fe19fd86d8,https://medium.com/@harshitawasthi,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
93890,93890,Towards Safe Reinforcement Learning,How do you incorporate safety into RL framework? What are the,1,Harshit Sikchi,,2018,8,24,15,484.0,https://medium.com/@harshitsikchi/towards-safe-reinforcement-learning-88b7caa5702e,https://medium.com/@harshitsikchi,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
93985,93985,"NVIDIA AI Workshop on Research, Trends and Practices",,1,Hasan Aijaz,,2019,4,5,4,0.0,https://medium.com/@hasanaijaz/nvidia-ai-workshop-on-research-trends-and-practices-b0222e712389,https://medium.com/@hasanaijaz,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
93993,93993,Machine Learning ndir?Drs 1,Machine learning ndir,1,Hasan Jafarov,,2020,2,10,2,3.0,https://medium.com/@hasanjafarov/machine-learning-n%C9%99dir-d%C9%99rs-1-7daecd1d0032,https://medium.com/@hasanjafarov,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
94038,94038,Deep reinforcement learning,,1,Aj,,2020,3,27,1,0.0,https://medium.com/@haskellprogrammingblog/deep-reinforcement-learning-de9207b80d91,https://medium.com/@haskellprogrammingblog,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
94041,94041,Building An Intelligent/Conscious Machine: Abstract IdeasPart 1,This is my first article on the,1,Hasnain Naeem,,2019,7,20,9,0.0,https://medium.com/@hasnainnaeem/building-an-intelligent-conscious-machine-abstract-ideas-part-1-83328827a316,https://medium.com/@hasnainnaeem,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
94251,94251,Reproducibility issues using OpenAI Gym,This post was first published on www.harald.co.,1,Harald Carlens,,2019,7,30,2,0.0,https://medium.com/@hcarlens/reproducibility-issues-using-openai-gym-8ca605071d6a,https://medium.com/@hcarlens,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
94389,94389, 3 Policy Based Methods,,1, ,,2020,8,17,7,0.0,https://medium.com/@heegyukim/%EC%BB%A4%EB%A6%AC%ED%81%98%EB%9F%BC-3-policy-based-methods-325e8c43b4ba,https://medium.com/@heegyukim,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
94393,94393,Udacity Deep RL NanodegreeMulti-Agent DDPG,   agent environment interact  .  Nanodegree ,1, ,,2020,8,26,3,0.0,https://medium.com/@heegyukim/multi-agent-ddpg-bea0ecceac17,https://medium.com/@heegyukim,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
94394,94394,Udacity Deep Reinforced Learning Curriculum 1 ,1     .    .,1, ,,2020,8,15,9,0.0,https://medium.com/@heegyukim/udacity-deep-reinforced-learning-curriculum-1-%EC%A0%95%EB%A6%AC-22bea682c29d,https://medium.com/@heegyukim,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
94395,94395,Udacity Deep Reinforcement Learning Curriculum 2Value Based Methods,summary,1, ,,2020,8,16,6,0.0,https://medium.com/@heegyukim/udacity-deep-reinforcement-learning-curriculum-2-value-based-methods-8a0d788c8dc5,https://medium.com/@heegyukim,0,0,0,0,0,0,0,0,0,1,0,Tag_reinforcement-learning
