,Unnamed: 0,Title,Subtitle,Image,Author,Publication,Year,Month,Day,Reading_Time,Claps,url,Author_url,Tag_artificial-intelligence,Tag_data-analytics,Tag_data-engineering,Tag_data-science,Tag_deep-learning,Tag_machine-learning,Tag_nlp,Tag_python,Tag_r,Tag_reinforcement-learning,Tag_statistics,Category
40239,40239,Read and Understand a Scientific paper/ Academic paper efficiently -A simple and effective guide.,,1,Mhossain,,2019,3,4,13,21.0,https://medium.com/@_moazzemhossain/read-and-understand-a-scientific-paper-academic-paper-efficiently-a-simple-and-effective-guide-d9a4c198313a,https://medium.com/@_moazzemhossain,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40245,40245,Why GPU is Important for training Deeplearning Models,,1,Nancy Chauhan,,2018,11,5,2,7.0,https://medium.com/@_nancychauhan/why-gpu-is-important-for-training-deeplearning-models-b757e80cbbf7,https://medium.com/@_nancychauhan,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40257,40257,Setting up your Windows 10 PC for ML/Deep LearningA complete starter guide.,,1,Palash Agrawal,,2020,9,1,5,3.0,https://medium.com/@_palash/setting-up-your-windows-10-pc-for-ml-deep-learning-a-complete-starter-guide-398c472179d9,https://medium.com/@_palash,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40324,40324,Understanding Feedforward Neural NetworksFor Absolute Beginners,"I have tried to explain the vast topic in simple terms, without using any mathematics. I have used Tensorflow Playground so that one can play around with the Neural Network without writing code!",0,Vikas Gupta,,2017,10,10,1,70.0,https://medium.com/@_vikasgupta/understanding-feedforward-neural-networks-for-absolute-beginners-44b59c16616,https://medium.com/@_vikasgupta,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40333,40333,Image Forensics: Detecting Manipulated Images,Creating and Training Generalizable Networks,1,Abhyuday Puri,,2019,12,9,14,26.0,https://medium.com/@a.96puri/image-forensics-detecting-manipulated-images-4bf1e061f021,https://medium.com/@a.96puri,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40374,40374,Guide: Augment Images and Multiple Bounding Boxes for Deep Learning in 4 Steps [with the notebook],,1,Asset Karazhay,,2019,8,19,11,121.0,https://medium.com/@a.karazhay/guide-augment-images-and-multiple-bounding-boxes-for-deep-learning-in-4-steps-with-the-notebook-9b263e414dac,https://medium.com/@a.karazhay,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40561,40561,Building Blocks of Neural Networks,The term deep learning describes a family of neural network models that have multiple layers of,1,Aktan Abdygaziev,,2020,5,4,2,0.0,https://medium.com/@aabdygaziev/building-blocks-of-neural-networks-9e74f0662d5b,https://medium.com/@aabdygaziev,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40683,40683,Deep neural networks being Racist at facial detection,Based on a small experiment to establish the,1,Aakash Gupta,,2020,8,8,5,109.0,https://medium.com/@aakashg1999/deep-neural-networks-being-racist-at-facial-detection-6e3c39f08ef6,https://medium.com/@aakashg1999,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40779,40779,FastAi Matlab Kadar DeepLearning,Matlabdaki kadar kolay bir biimde istenilen modeller eitebiliriz ve ayn zamanda akademi sektrde de kullanlan bir aratr.,0,an l kaynar,,2019,8,12,1,0.0,https://medium.com/@aanilkayy/fastai-matlab-kadar-deeplearning-8f1037b417ed,https://medium.com/@aanilkayy,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40798,40798,Fast.ai on Google Cloud,"Jika mengikuti tutorial di Fast.ai maka pilihan utama persewaan GPU adalah di Paperspace, pricing paperspace lumayan menggiurkan, mulai dari pay as you go, $8/mo dan lebih dari itu (you can contact them for further information).",0,Aan Subarkah,,2018,5,28,1,0.0,https://medium.com/@aansubarkah/fast-ai-on-google-cloud-e4c81505306d,https://medium.com/@aansubarkah,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40846,40846,How Thoughts Dictate Outcomes,,1,Aaron Bowbyes,,2019,7,10,2,0.0,https://medium.com/@aaronbowbyes/how-thoughts-dictate-outcomes-5e7cb12d5f4e,https://medium.com/@aaronbowbyes,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40857,40857,2019Year In ReviewOur Health Decisions and Effects of Love,"Hello, my name is Aaron Christopher",1,Aaron Wacker,,2019,11,12,6,0.0,https://medium.com/@aaroncwacker/2019-year-in-review-our-health-decisions-and-effects-of-love-ea722ae7eca1,https://medium.com/@aaroncwacker,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40949,40949,Computer Vision for Everyone,,1,Aashay Sachdeva,,2020,5,23,3,1.0,https://medium.com/@aashay96/computer-vision-for-everyone-283fc5884782,https://medium.com/@aashay96,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40981,40981,Precision issue with ML/DL with AVX instructions Set,,0,Ashutosh Mishra,,2020,8,18,3,13.0,https://medium.com/@aashutosh.mishra/precision-issue-with-ml-dl-with-avx-instructions-set-4fa0e685271d,https://medium.com/@aashutosh.mishra,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40990,40990,Artificial Intelligence Researches for COVID-19 Diagnosis & Treatment,,1,Abd ssamet Aslan,,2020,5,12,4,0.0,https://medium.com/@aaslan/artificial-intelligence-researches-for-covid-19-diagnosis-treatment-c459b81c6256,https://medium.com/@aaslan,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
40991,40991,Creating a Deep Learning Environment in Google Cloud,"I used Crestle before for deep learning and image processing. It was charging $0.59 per hour and it was using Nvidia Tesla K80. As the dollar rises in Turkey(6.01 TRY = $1 now), hourly cost increases. As physical GPU prices have increased",0,Abd ssamet Aslan,,2018,8,25,5,0.0,https://medium.com/@aaslan/creating-a-deep-learning-environment-in-google-cloud-8d6ef296be9d,https://medium.com/@aaslan,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41002,41002,Human With mask or Without mask?,Coronavirus disease of 2019 (COVID-19) caused by the novel coronavirus Severe Acute Respiratory,1,Anish Vaidya,,2020,7,8,5,1.0,https://medium.com/@aav2406/human-with-mask-or-without-mask-c23bd77eebc1,https://medium.com/@aav2406,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41022,41022,Getting AI/ML and DevOps working Better Together for Automation!,,1,Aayushpatel,,2020,7,8,6,0.0,https://medium.com/@aayushpatel949/getting-ai-ml-and-devops-working-better-together-for-automation-d07a49dabca2,https://medium.com/@aayushpatel949,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41023,41023,Predicting the Survival of Titanic Passengers,"In this blog-post, I will go through the whole process of creating a machine",1,Aayushpatel,,2020,8,22,18,0.0,https://medium.com/@aayushpatel949/predicting-the-survival-of-titanic-passengers-63103d654f7a,https://medium.com/@aayushpatel949,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41029,41029,Diagnosis of COVID-19 using artificial intelligence on medical imaging,Fully automatic detection of COVID-19 using new and large CT scans of the lungs and chest X-ray images using deep learning.,0,Ab Attar,,2020,6,4,0,0.0,https://medium.com/@ab.attar96/diagnosis-of-covid-19-using-artificial-intelligence-on-medical-imaging-d0de6c997e4d,https://medium.com/@ab.attar96,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41060,41060,Can Artificial Intelligence take over our creative jobs?,,1,Alex Barrera,,2018,8,14,8,29.0,https://medium.com/@abarrera/can-artificial-intelligence-take-over-our-creative-jobs-ef97bcf7b82c,https://medium.com/@abarrera,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41077,41077,,"The differences between ARTIFICIAL INTELLIGENCE(AI), MACHINE LEARNING(ML) AND DEEP LEARNING (DL)",1,Abiodun Bello,,2018,5,22,5,52.0,https://medium.com/@abbeyvip3/how-to-differentiate-between-artificial-intelligence-machine-learning-and-deep-learning-2c749ec3c4dc,https://medium.com/@abbeyvip3,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41146,41146,Deep Learning to Transform Melanoma Detection: It is Closer Than You Think,,1,Abder-Rahman Ali,,2019,12,30,3,0.0,https://medium.com/@abder.rahman.ali/deep-learning-to-transform-melanoma-detection-it-is-closer-than-you-think-b8115845680,https://medium.com/@abder.rahman.ali,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41150,41150,Will Dermatologists be Able to Use Deep Learning Based Applications Soon?,,1,Abder-Rahman Ali,,2019,12,29,3,0.0,https://medium.com/@abder.rahman.ali/will-dermatologists-be-able-to-use-deep-learning-based-applications-soon-aa841978fc2e,https://medium.com/@abder.rahman.ali,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41252,41252,LOANS PREDICTION,POST SECONDARY STUDENTS DATA,1,Muhammad Abdur Rehman Khan,,2019,11,23,12,0.0,https://medium.com/@abdurrehman1985/loans-prediction-1e051e697a83,https://medium.com/@abdurrehman1985,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41320,41320,,,1,Armani_thoughts,,2016,12,2,0,0.0,https://medium.com/@aberube3511/untitled-4d49b05f6c7a,https://medium.com/@aberube3511,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41336,41336,Discover Your Dog Breed using CNN,A story of Deep Learning,1,Abhishek Ghosh,,2020,6,24,7,8.0,https://medium.com/@abg_85948/discover-your-dog-breed-using-cnn-30636fb15d5f,https://medium.com/@abg_85948,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41390,41390,PiciT: A Powerful Artificial-Intelligence based Android Image Manipulation Tool.,,1,Abhishek Thakur,,2018,8,24,2,0.0,https://medium.com/@abhi.una12/picit-a-powerful-artificial-intelligence-based-android-image-manipulation-tool-c537fd9cce4,https://medium.com/@abhi.una12,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41422,41422,[IEEE2019/PaperSummary] LDLS: 3D Object Segmentation through Label Diffusion from 2D Images,,1,abhigoku10,,2020,4,15,12,1.0,https://medium.com/@abhigoku10/cv2019-papersummary-ldls-3d-object-segmentation-through-label-diffusion-from-2d-images-45f4f4483fd2,https://medium.com/@abhigoku10,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41424,41424,[CVPR2020/PaperSummary]RandLA-Net: Efficient Semantic Segmentation of Large-Scale Point Clouds,,1,abhigoku10,,2020,4,25,16,7.0,https://medium.com/@abhigoku10/cvpr2020-papersummary-randla-net-efficient-semantic-segmentation-of-large-scale-point-clouds-a9529c993a46,https://medium.com/@abhigoku10,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41427,41427,Topic-GAN 02: GAN Train and Work,"In my previous blog i had given description about the generative models, taxonomy of GAN and basic",1,abhigoku10,,2019,2,3,4,10.0,https://medium.com/@abhigoku10/topic-gan-02-gan-train-and-work-a26ba2b991fa,https://medium.com/@abhigoku10,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41488,41488,Fastai TabularHooks & Forests,,1,abhik jha,,2019,8,4,6,20.0,https://medium.com/@abhikjha/fastai-tabular-hooks-forests-1748aa2b2f8c,https://medium.com/@abhikjha,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41493,41493,How to install openCV4 in macOS Mojave in C++:,The purpose I chose this topic to write was to mitigate the problems and the difficulties an,0,Abhik Naskar,,2019,6,1,2,51.0,https://medium.com/@abhiknaskar/how-to-install-opencv4-in-macos-mojave-in-c-d82067c2f559,https://medium.com/@abhiknaskar,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41494,41494,Setting up an Azure VM for Deep learning,Practical Deep Learning For Coders. ,0,Abhik Mitra,,2016,12,24,3,150.0,https://medium.com/@abhikprince/setting-up-an-azure-vm-for-deep-learning-bb76b453272b,https://medium.com/@abhikprince,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41497,41497,Leaf Disease Classification using Deep Learning and Image Segmentation,,1,Abhilash Kumar Sirigari,,2019,12,29,11,44.0,https://medium.com/@abhilash.sirigari/leaf-disease-classification-using-deep-learning-and-image-segmentation-a77214ef9dbf,https://medium.com/@abhilash.sirigari,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41559,41559,"How well does A.I. know Trudeau, Nenshi and Notley?",,1,Abhinav Rastogi,,2017,6,26,6,2.0,https://medium.com/@abhinav_r/how-well-does-a-i-know-trudeau-nenshi-and-notley-e00c42aa583b,https://medium.com/@abhinav_r,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41565,41565,Evaluation of Object Detection Approaches for Real-Time Face Mask Detection,,1,abhinav gola,,2020,7,9,4,74.0,https://medium.com/@abhinavgola/evaluation-of-object-detection-approaches-for-real-time-face-mask-detection-bbc1cff1db8c,https://medium.com/@abhinavgola,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41635,41635,Understanding the roots of Object Detection,RCNN,1,Abhishek Singh,,2018,8,31,4,0.0,https://medium.com/@abhish014/understanding-the-roots-of-object-detection-1667a2cda9c7,https://medium.com/@abhish014,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41654,41654,Installing the new Intel DLSDK tools beta,In this Document we will go through installing the Deep Learning Training Tools beta.,1,Abhishek Nandy,,2017,8,9,3,2.0,https://medium.com/@abhishek.nandy81/installing-the-new-intel-dlsdk-tools-beta-eb4069865633,https://medium.com/@abhishek.nandy81,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41665,41665,"Setup Deep Learning Machine in Linux (Ubuntu 18.04, Linux Mint 19+)",,1,Abhishek Singh Sambyal,,2019,1,14,4,3.0,https://medium.com/@abhishek.sambyal/setup-deep-learning-machine-in-linux-ubuntu-18-04-linux-mint-19-9d0ae7f6733,https://medium.com/@abhishek.sambyal,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41686,41686,Installing CUDA for Nvidia GPU and cuDNN on windows 10,,1,Abhishek Maheshwarappa,,2020,6,23,5,12.0,https://medium.com/@abhishek_maheshwarappa/installing-cuda-for-nvidia-gpu-and-cudnn-on-windows-10-f03e6e82f265,https://medium.com/@abhishek_maheshwarappa,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41731,41731,Semantic segmentationSegNet,,1,Abhishek Kumar,,2020,6,8,2,1.0,https://medium.com/@abhishekkakiak/semantic-segmentation-segnet-a54af19b6d6,https://medium.com/@abhishekkakiak,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41732,41732,Semantic segmentation- UNet,,1,Abhishek Kumar,,2020,6,8,3,0.0,https://medium.com/@abhishekkakiak/semantic-segmentation-unet-9b2444a22853,https://medium.com/@abhishekkakiak,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41789,41789,"Face Detection Rest API in Production using Docker, NGINX and Flask",This is an attempt to explain how,1,Abhishek Saurabh,,2018,10,13,7,51.0,https://medium.com/@abhisheksaurabh1985/face-detection-rest-api-in-production-using-docker-nginx-and-flask-1f205633d2d6,https://medium.com/@abhisheksaurabh1985,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41795,41795,Principles of Artificial Intelligence- P1,"With the growth in the amount of data, super efficient computing methods and also the",1,Abhishek Subramanian,,2018,3,28,4,55.0,https://medium.com/@abhisheksubu92/principles-of-artificial-intelligence-p1-9a13df1aaec5,https://medium.com/@abhisheksubu92,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41810,41810,Pytorch Tensor Views,Here we are going to cover few Tensor View functions available in Pytorch. A tensor can be a View of an another existing Tensor. A view of tensor shares same,0,Abhishek c,,2020,6,13,1,0.0,https://medium.com/@abhizc/pytorch-tensor-views-ba6e0a84e1aa,https://medium.com/@abhizc,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41837,41837,How can we relate neural networks with the human brain?,,1,Abinesh B,,2019,9,7,4,0.0,https://medium.com/@abinesh.mba13/how-can-we-relate-neural-networks-with-the-human-brain-a82ac75bafdb,https://medium.com/@abinesh.mba13,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41859,41859,Build a System that classifies dogs by their breeds in just 3 steps!,,1,Abishek Shyamsunder,,2020,8,3,6,2.0,https://medium.com/@abishekshyamsunder98/build-a-system-that-classifies-dogs-by-their-breeds-in-just-3-steps-b90819d59148,https://medium.com/@abishekshyamsunder98,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41883,41883,Lyft Segmentation Challenge,"In May, 2018, Udacity and Lyft partnered together to challenge their self driving car students. Each",1,Spencer Kelly,,2018,6,5,6,94.0,https://medium.com/@ablacklama/lyft-segmentation-challenge-9c77bb8b497c,https://medium.com/@ablacklama,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41921,41921,Installing Tensorflow 2.0 on Ubuntu 18.04 using docker. Run all experiments from a container.,,1,Abhishek Bose,,2019,12,29,3,43.0,https://medium.com/@abose550/installing-tensorflow-2-0-on-ubuntu-18-04-using-docker-run-all-experiments-from-a-container-4be9c2a8004d,https://medium.com/@abose550,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
41923,41923,ResNet101 with PyTorch,PyTorch,1,Abhishek Bose,,2020,8,8,4,2.0,https://medium.com/@abose550/resnet-101-with-pytorch-59b4e85af637,https://medium.com/@abose550,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42109,42109,Intelligent Video Analytics to Harness Actionable Insights,Intelligent video analytics helps to harness real-time,1,Accubits Technologies Inc,,2020,7,14,3,12.0,https://medium.com/@accubits_tech/intelligent-video-analytics-to-harness-actionable-insights-f04e8d2b66fa,https://medium.com/@accubits_tech,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42149,42149,MindsEye Artists Kit,"Hello! Today well be learning about the MindsEye Artists Kit, a simple way for nearly anyone to produce their own deep",1,Andrew Charneski,,2018,4,24,10,0.0,https://medium.com/@acharneski/mindseye-artists-kit-170337ba41be,https://medium.com/@acharneski,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42157,42157,,Hey eventually we are upgrading from 1.x to 2.x and lets bring out some of the cool features,1,Abhishek Chatterjee,,2020,4,9,2,39.0,https://medium.com/@achatterjee757/reading-datasets-using-tensorflow-2-x-643ba567bec6,https://medium.com/@achatterjee757,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42213,42213,Whats real about resurrections? Deeper questions of faith and aimlessness,This is a picture I took outside my airplane window before we started in for,1,Amanda Lindamood,,2019,4,20,4,1.0,https://medium.com/@aclindamood/whats-real-about-resurrections-deeper-questions-of-faith-and-aimlessness-8564435eb3f0,https://medium.com/@aclindamood,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42236,42236,Deep Learning ,0~3,1,mz bai,,2020,8,6,3,1.0,https://medium.com/@acrocanthosaurus627/deep-learning-%E9%81%B2%E7%B7%A9%E5%85%92%E5%81%B5%E6%B8%AC-1cfd72516b19,https://medium.com/@acrocanthosaurus627,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42251,42251,"Installing Nvidia, Cuda, CuDNN, TensorFlow and Keras",,0,Alexander Crosson,,2016,9,18,4,305.0,https://medium.com/@acrosson/installing-nvidia-cuda-cudnn-tensorflow-and-keras-69bbf33dce8a,https://medium.com/@acrosson,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42309,42309,"Feature Release: Persistent Storage, Jupyter and Docker","Since our previous blogpost about Unchaining GPUs for Deep Learning, Hacker News Launch and TechCrunch article , we have worked hard with our early users to provide low-cost GPUs for Deep Learning through a very simple interface.",0,Activeloop,,2018,8,3,2,51.0,https://medium.com/@activeloop/feature-release-persistent-storage-jupyter-and-docker-f5a4bffe0907,https://medium.com/@activeloop,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42313,42313,Text Mining is Fun (with R)!,"I am a big fan of Julia Silge and David Robinson, and after reading their book Text Mining with R, I decided",1,Susan Li,,2017,8,22,5,286.0,https://medium.com/@actsusanli/text-mining-is-fun-with-r-35e537b12002,https://medium.com/@actsusanli,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42523,42523,"Thoughts on A Critique of Pure Learning, Zador (2019)",,0,Adam Santoro,,2019,10,17,9,85.0,https://medium.com/@adamsantoro/thoughts-on-a-critique-of-pure-learning-zador-2019-820a7dbbc783,https://medium.com/@adamsantoro,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42663,42663,What makes a thought deep?,It always takes me by surprise because I usually just rant on about something that seems accessible and right in front of me. But I am beginning to realize that the fact,0,Adedolapo Olisa,,2020,7,4,3,4.0,https://medium.com/@adedolapoolisa/what-makes-a-thought-deep-d66168f1d489,https://medium.com/@adedolapoolisa,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42689,42689,Detecting COVID-19 using X-ray images with the Convolutional Neural Network,,1,Adel Abdelli,,2020,3,20,2,1.0,https://medium.com/@adelenpei/detecting-covid-19-using-x-ray-images-with-the-convolutional-neural-network-526f872bacd4,https://medium.com/@adelenpei,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42771,42771,Deep Learning based Water Feature Mapping,An end to end model for Water Feature Mapping using Convolutional encoder-decoder.,1,Adhithyaram S,,2020,7,8,4,43.0,https://medium.com/@adi.26899/deep-learning-based-water-feature-mapping-b7071a8402b7,https://medium.com/@adi.26899,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42804,42804,Back propagation on Neural Network(Using Gradient decent Method),Back propagation is a method through which we train our neural network. It is also used to reduce the graph labeling problem.,0,adi karhe,,2017,7,2,4,26.0,https://medium.com/@adikarhe.775/back-propagation-on-neural-network-using-gradient-decent-method-f004accf95f0,https://medium.com/@adikarhe.775,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42808,42808,Tensorflow por BrasileirosDeep Learning para classificao de imagens,,1,Adilmar Coelho Dantas,,2019,10,23,4,7.0,https://medium.com/@adilmarcoelhodantas/cnn-classificacao-de-imagens-e18374cf0fe,https://medium.com/@adilmarcoelhodantas,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42880,42880,CLASSIFICATION OF COVID-19 CHEST X-RAY USING [CNN],INTRODUCTION:,1,Aditi Godbole,,2020,8,16,5,5.0,https://medium.com/@aditi.vedanti/classification-of-covid-19-chest-x-ray-using-cnn-41bcbb4d25d,https://medium.com/@aditi.vedanti,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42917,42917,Deep Learning for Predicting Stock Prices,Using Recurrent Neural Networks to predict stock prices,1,Aditya Gogoi,,2019,2,3,9,253.0,https://medium.com/@aditya.gogoi.30aug/deep-learning-for-predicting-stock-prices-1088534c683f,https://medium.com/@aditya.gogoi.30aug,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42920,42920,Object Detection with SSD and MobileNet,,1,Aditya Kunar,,2020,7,6,24,15.0,https://medium.com/@aditya.kunar_52859/object-detection-with-ssd-and-mobilenet-aeedc5917ad0,https://medium.com/@aditya.kunar_52859,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42924,42924,Analysis of fish dataset using deep learning with PyTorch,,1,Aditya N,,2020,7,2,3,0.0,https://medium.com/@aditya.nagraj1999/analysis-of-fish-dataset-using-deep-learning-with-pytorch-3134e635fb60,https://medium.com/@aditya.nagraj1999,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42969,42969,Can Machines Color in 3D,Texturing 3D Objects using Style Transfer and Generative Adversarial Networks,1,Aditya Aggarwal,,2017,11,27,27,127.0,https://medium.com/@adityaaggarwal1/method-3-596efd64ed19,https://medium.com/@adityaaggarwal1,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42972,42972,LSTMs for stock price prediction,A brief overview of the LSTM networks role in finance,1,Stock Secret,,2020,8,30,3,0.0,https://medium.com/@adityaajaythefuture/lstms-for-stock-price-prediction-16c0d8faa529,https://medium.com/@adityaajaythefuture,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
42974,42974,Neural Networks and their historical relevance,,1,Stock Secret,,2020,8,23,3,0.0,https://medium.com/@adityaajaythefuture/neural-networks-and-their-historical-relevance-683fb0fc6fb5,https://medium.com/@adityaajaythefuture,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
43042,43042,Importance Of Thought Vector In Seq2seq Model,,0,Chubu,,2020,7,31,2,0.0,https://medium.com/@adityamohanty/importance-of-thought-vector-in-seq2seq-model-407f1abb4da4,https://medium.com/@adityamohanty,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
43043,43043,MLP and Image: The Relationship That Never Worked,,1,Chubu,,2020,6,24,2,0.0,https://medium.com/@adityamohanty/mlp-and-image-the-relationship-that-never-worked-c3dcc583ce8b,https://medium.com/@adityamohanty,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
43047,43047,Understanding Few Shot Learning With Prototypical Networks,,1,Chubu,,2020,5,30,2,1.0,https://medium.com/@adityamohanty/understanding-few-shot-learning-with-prototypical-networks-f50525e32ccb,https://medium.com/@adityamohanty,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
43051,43051,Scene Text RecognitionChapter 1 : Transformations,,1,Adityan J,,2019,9,5,6,34.0,https://medium.com/@adityan.jothi/scene-text-recognition-chapter-1-transformations-d7d937f924fc,https://medium.com/@adityan.jothi,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
43064,43064,It all started with CNNs & AlexNet,Talking about Deep Learning and not mentioning the paper which brought it into the picture,1,Aditya Raj,,2019,1,22,15,42.0,https://medium.com/@adityaraj_64455/it-all-started-with-cnns-alexnet-3023b21bb891,https://medium.com/@adityaraj_64455,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
43081,43081,CUDA + Docker =  for Deep Learning,This post assumes you are familiar with Docker and have CUDA on your host system (personal,1,Aditya Thiruvengadam,,2019,5,7,3,21.0,https://medium.com/@adityathiruvengadam/cuda-docker-%EF%B8%8F-for-deep-learning-cab7c2be67f9,https://medium.com/@adityathiruvengadam,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
43086,43086,Pruning Methods for Person Re-identification: A Survey,A short survey of different person,1,Aditya Tushar Wadnerkar,,2020,5,18,6,1.0,https://medium.com/@adityatushar.wadnerkar/pruning-methods-for-person-re-identification-a-survey-860cf8a987cf,https://medium.com/@adityatushar.wadnerkar,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
43185,43185,Wine Quality Prediction with the help of Deep Learning using Pytorch,,1,Abhay Pratap Singh,,2020,7,4,11,50.0,https://medium.com/@adpsbaimlds/wine-quality-prediction-with-the-help-of-deep-learning-using-pytorch-4dc2498b2077,https://medium.com/@adpsbaimlds,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
43206,43206,Nebula AI launches ORION: A GPU Cloud Computing service,,1,Adrian Zmudzinski,,2018,10,3,4,190.0,https://medium.com/@adrian.zmudzinski96/nebula-ai-launches-orion-a-gpu-cloud-computing-service-57c405ec9e43,https://medium.com/@adrian.zmudzinski96,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
43237,43237,Step-by-step: deep learning server environment settingWindows 10 & CentOS 7 Dual Boot,,1,Adrian Hsu,,2018,2,25,8,202.0,https://medium.com/@adrianhsu/step-by-step-deep-learning-server-environment-setting-windows-10-centos-7-dual-boot-cf6c6ed7e627,https://medium.com/@adrianhsu,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
43253,43253,Docker + Visual Studio Code = Ambiente de Desenvolvimento Descomplicado,,1,Adriano A. Santos,,2020,8,3,6,5.0,https://medium.com/@adrianosantospb/docker-visual-studio-code-ambiente-de-desenvolvimento-descomplicado-f8a0741c2171,https://medium.com/@adrianosantospb,0,0,0,0,1,0,0,0,0,0,0,Tag_deep-learning
