,Unnamed: 0,Title,Subtitle,Image,Author,Publication,Year,Month,Day,Reading_Time,Claps,url,Author_url,Tag_artificial-intelligence,Tag_data-analytics,Tag_data-engineering,Tag_data-science,Tag_deep-learning,Tag_machine-learning,Tag_nlp,Tag_python,Tag_r,Tag_reinforcement-learning,Tag_statistics,Category
27211,27211,Code for the Common Good,Alden Golab is not a fan of the cold. When he moved to Chicago five-and-a-half years ago for a job with the global,1,Uni. of Chicago Harris School of Public Policy,,2016,3,31,5,0.0,https://medium.com/@HarrisPolicy/code-for-the-common-good-bb8f02dbcaa6,https://medium.com/@HarrisPolicy,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
27296,27296,Data Analytics and the Future Workforce [Infographic],,1,Helen Levinson,,2017,9,11,4,0.0,https://medium.com/@HelenLevinson/how-data-analytics-can-guide-higher-education-and-the-future-workforce-infographic-dbd3ef2b0f5f,https://medium.com/@HelenLevinson,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
27317,27317,Open Policy Making,The Policy Compass Open Policy Making workshop was held on the 10th of November 2016. This was a timely collection of,1,  Hendrik Grothuis,,2016,11,11,5,3.0,https://medium.com/@HendrikG/open-policy-making-da46f58b9845,https://medium.com/@HendrikG,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
27355,27355,Big Data Adoption Process,"Big Data, the current buzz word in the IT and financial space has caught the imagination of a lot of organizations. Studies released in the past year or so have clearly shown that Big Data investments are rising across industries and around the globe[1]. It represents a business",0,HEXANIKA,,2016,6,8,4,0.0,https://medium.com/@Hexanika/big-data-adoption-process-c3df3b858d15,https://medium.com/@Hexanika,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
27433,27433,Indian hopes at Rio Olympics (Shooting),"Since a breakthrough in Athens Olympics, India is consistently managing medals in shooting events. Rio is no different and there is lot of hope from 12 member strong contingent.",0,Hrishikesh,,2016,8,5,2,0.0,https://medium.com/@Hrishi_kesh/indian-hopes-at-rio-olympics-shooting-130a078e15cb,https://medium.com/@Hrishi_kesh,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
27504,27504,Benefits of Market Segmentation Analytics: The Proof is in the Data,,1,Hurree,,2019,11,26,2,0.0,https://medium.com/@Hurree/benefits-of-market-segmentation-analytics-the-proof-is-in-the-data-52de80b041d2,https://medium.com/@Hurree,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
27510,27510,What is Big Data and What Are its 3 Big Benefits for Marketers?,,1,Hurree,,2020,2,6,7,0.0,https://medium.com/@Hurree/what-is-big-data-and-what-are-its-3-big-benefits-for-marketers-e4f8b04b05f0,https://medium.com/@Hurree,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
27535,27535,"Hybrixcel Power: The Role of Big Data, Blockchain and Artificial Intelligence in next age organizations","From inception of founding my startup company, I always asked myself how emerging information technologies such as big data analytics, blockchain and",0,Hybrixcel Power,,2019,4,9,2,0.0,https://medium.com/@Hybrixcel/https-medium-com-hybrixcel-power-the-role-of-big-data-blockchain-and-artificial-intelligence-in-next-age-c99ca636a371,https://medium.com/@Hybrixcel,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
27732,27732,YELLOWBRICK: THE ULTIMATE DATA WAREHOUSE,"By Steve Harrick, Alex Lim, and Jason Kong",1,IVP,,2019,6,5,3,0.0,https://medium.com/@IVP_1980/yellowbrick-the-ultimate-data-warehouse-c585aa303ce5,https://medium.com/@IVP_1980,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
27785,27785,Unlocking the Power of AI,Artificial intelligence (AI) will transform the years to come to a dramatic,1,Icy Media,,2020,4,9,3,0.0,https://medium.com/@IcyMedia/unlocking-the-power-of-ai-cd5695ebe82b,https://medium.com/@IcyMedia,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
27966,27966,What is Data Analysis?,"We live in a data-driven world. The volume of data is explodingcreated by private consumers, businesses and machines",1,Innoplexus,,2019,3,13,5,0.0,https://medium.com/@Innoplexus/what-is-data-analysis-963dc3950390,https://medium.com/@Innoplexus,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
27981,27981,"The Association Transformation: Data, Analytics, and Insights",,1,Innovexa Solutions Digital Cloud Platform,,2019,3,19,4,0.0,https://medium.com/@InnovexaSolutions/the-association-transformation-data-analytics-and-insights-673663737b77,https://medium.com/@InnovexaSolutions,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
28789,28789,,"TL;DRExecs & security teams need to manage cyber risk at the speed of data, not",1,Jon Hawes,,2017,8,31,3,0.0,https://medium.com/@JonHawesUK/uh-oh-cio-7a2f021a837a,https://medium.com/@JonHawesUK,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
28862,28862,Case Study: House of Cards,"Chances are you have heard of, seen an episode of, or binge-watched the Netflix original TV series House of",1,Josh Mangus,,2016,12,31,3,0.0,https://medium.com/@JoshMangus/case-study-house-of-cards-9c6e5720bacf,https://medium.com/@JoshMangus,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
29013,29013,Geospatial Intelligence: The Made-Up Term Thats Changing the World | Trajectory Magazine,,1,KJ Masback,,2018,7,6,4,0.0,https://medium.com/@KJMasback/geospatial-intelligence-the-made-up-term-thats-changing-the-world-trajectory-magazine-a685179ae993,https://medium.com/@KJMasback,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
29022,29022,Google Analytics CertificationHow to Pass Your 2019 Exam,,1,KOBIT International,,2019,3,13,3,0.0,https://medium.com/@KOBITIntl/google-analytics-certification-how-to-pass-your-2019-exam-5851ce5b71d8,https://medium.com/@KOBITIntl,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
29094,29094,"Rapid Prototyping, Cloud Migration & Data Analytics Services",,1,Kane Jason,,2020,8,4,1,0.0,https://medium.com/@KaneJason/rapid-prototyping-cloud-migration-data-analytics-services-77370dc6aca5,https://medium.com/@KaneJason,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
29314,29314,Finding Success in a Data Guided Business,"C-suite executives who do business based on gut instinct once had their day, but",1,Keyence Analytics,,2019,4,16,4,2.0,https://medium.com/@KeyenceAnalytics/finding-success-in-a-data-guided-business-c5f2c3ec0f7b,https://medium.com/@KeyenceAnalytics,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
29383,29383,5 Ways Colliers is Using 3D Data Visualization,KnoGeo has been working with the Colliers office in Boston for a long timein,1,KnoGeoD Data Technologies,,2020,4,23,5,1.0,https://medium.com/@Knogeo/5-ways-colliers-is-using-3d-data-visualization-754e0488a91d,https://medium.com/@Knogeo,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
29477,29477,Quick Tips: How To Reduce Spam and Bot Hits in Google Analytics,"To keep your Google Analytics data clean and safe, here are 5 things you can do to reduce spam and bot activity.",0,Kubix Digital,,2019,10,17,1,0.0,https://medium.com/@Kubix_Digital/quick-tips-how-to-reduce-spam-and-bot-hits-in-google-analytics-b883b66f1ba3,https://medium.com/@Kubix_Digital,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
30042,30042,Optimizing public utilities with IoT and blockchain technologies,,1,Logic20/20,,2018,4,25,5,0.0,https://medium.com/@Logic2020/optimizing-public-utilities-with-iot-and-blockchain-technologies-9601cd60fa87,https://medium.com/@Logic2020,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
30043,30043,Requirements gathering for actionable analytics,,1,Logic20/20,,2019,12,9,2,0.0,https://medium.com/@Logic2020/requirements-gathering-for-actionable-analytics-d8e062583957,https://medium.com/@Logic2020,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
30409,30409,"Big Data Analytics, at a glance.",Your business data may hold much promise for your business: in terms of insights into various known,1,MSRCOSMOS LLC,,2017,9,14,3,0.0,https://medium.com/@MSR_Cosmos/big-data-analytics-at-a-glance-6746b61e0a1,https://medium.com/@MSR_Cosmos,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
30458,30458,Zepto generated over 1 million insights for Users across the globe on their Data-sets,,1,Mubeen Mackie,,2019,2,5,4,0.0,https://medium.com/@Mackiee/zepto-generated-over-1-million-insights-for-users-across-the-globe-on-their-data-sets-105ec1818919,https://medium.com/@Mackiee,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
30513,30513,Its Not All About the ROI,Majid Al Futtaims Acting Chief Corporate Development Officer Joe Abi Akl,1,Majid Al Futtaim,,2019,12,22,5,0.0,https://medium.com/@Majid.AlFuttaim/its-not-all-about-the-roi-70585f0c2d8c,https://medium.com/@Majid.AlFuttaim,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
30517,30517,The real winners of the Experience Economy,"Author: Alain BejjaniCEO, Majid Al FuttaimHolding",1,Majid Al Futtaim,,2018,12,30,5,7.0,https://medium.com/@Majid.AlFuttaim/the-real-winners-of-the-experience-economy-1bcc75d340df,https://medium.com/@Majid.AlFuttaim,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
30722,30722,HOW IS BIG DATA IMPACTING THE WAYS WE TRAVEL?,Big data is influencing a lot of different industries around the world. Travel is no exception. The technology behind big data is affecting consumers and companies globally. Here are just some of the many ways it is doing so:,0,Mark Dziuban,,2018,8,28,1,1.0,https://medium.com/@MarkDziuban/how-is-big-data-impacting-the-ways-we-travel-a86b0e829de9,https://medium.com/@MarkDziuban,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
30859,30859,WHO life expectancy how to live longer,The World Health Organization (WHO) provided a data set with various variables around 183,1,Matthias Schroeder,,2020,4,26,5,0.0,https://medium.com/@MatthiasSchroeder/who-life-expectancy-how-to-live-longer-2377738f948a,https://medium.com/@MatthiasSchroeder,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
30884,30884,Data analytics and AI in Human Resource Management: The new way forward,Managing human resources has been a challenging task in every organization. From payroll to employee dispute settlements to controlling the attrition of the employees managing human resources is daunting.,0,MaxEd,,2020,7,20,2,0.0,https://medium.com/@MaxEd_Blog/data-analytics-and-ai-in-human-resource-management-the-new-way-forward-49c26c20fbb5,https://medium.com/@MaxEd_Blog,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
30885,30885,Data Mining in Games | Passionate In Analytics,,1,MaxEd,,2020,7,30,2,0.0,https://medium.com/@MaxEd_Blog/data-mining-in-games-passionate-in-analytics-c847b278d33,https://medium.com/@MaxEd_Blog,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
30893,30893,Renault announces using Googles cloud services and data analytics platform to make its industrial process more,,1,MaxEd,,2020,7,14,2,0.0,https://medium.com/@MaxEd_Blog/renault-announces-using-googles-cloud-services-and-data-analytics-platform-to-make-its-industrial-ca3cf54a0dff,https://medium.com/@MaxEd_Blog,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
31041,31041,Salesforce acquires TableauWhat happens now?,Salesforce has just announced that they are acquiring,1,Michael Macolino,,2019,6,10,2,0.0,https://medium.com/@MichaelMacolino/salesforce-acquires-tableau-what-happens-now-bd5196cc84f7,https://medium.com/@MichaelMacolino,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
31139,31139,A decade of driving financial inclusion with advanced data analytics & evaluation,"Since 1997, our",1,MicroSave,,2018,11,1,2,12.0,https://medium.com/@MicroSave/a-decade-of-driving-financial-inclusion-with-advanced-data-analytics-evaluation-9b9904f398a7,https://medium.com/@MicroSave,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
31145,31145,La prensa tradicional est en coma.,Incapaces de adaptarse a los nuevos tiempos y generar informacin de valor.,1,Miguel L pez Donoso,,2019,4,22,4,5.0,https://medium.com/@MihlosCode/la-prensa-tradicional-est%C3%A1-en-coma-1094fd23b470,https://medium.com/@MihlosCode,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
31151,31151,6 POWERFUL BUSINESS INTELLIGENCE TOOLS TO BRING YOUR DATA TO LIFE,,1,Mikayla James,,2020,8,13,3,2.0,https://medium.com/@MikaylaJames/6-powerful-business-intelligence-tools-to-bring-your-data-to-life-18c087e6c796,https://medium.com/@MikaylaJames,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
31471,31471,"5 ,  Alibaba  (    )","Alibaba Group,   -         ,     .   ",0,NoN,,2016,11,29,3,0.0,https://medium.com/@N0N/5-%D0%BF%D1%80%D0%B8%D1%87%D0%B8%D0%BD-%D0%BF%D0%BE%D1%87%D0%B5%D0%BC%D1%83-alibaba-%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80-%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85-%D0%B0-%D0%BD%D0%B5-%D0%BF%D0%BE%D1%81%D1%82%D0%B0%D0%B2%D1%89%D0%B8%D0%BA-%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%BD%D0%BE%D0%B9-%D0%BA%D0%BE%D0%BC%D0%BC%D0%B5%D1%80%D1%86%D0%B8%D0%B8-4ae2bbd3c3e8,https://medium.com/@N0N,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
31501,31501,The Physique of the NBA,"I love basketball. I also love playing with data. And since the NBA is still on summer break, I decided to spice up RStudio with some NBA action. As a result, here is a little visualization of the players physical evolution since 1978Just in case you were wondering, how much of an",0,Nicolas Hinternesch,,2017,9,23,3,2.0,https://medium.com/@NHinternesch/the-physique-of-the-nba-c5fe1a96605d,https://medium.com/@NHinternesch,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
31559,31559,NTENT Senior Director of Data Analytics Scheduled to Speak at OReilly Artificial Intelligence Conference,,1,NTENT,,2019,10,15,2,11.0,https://medium.com/@NTENT/ntent-senior-director-of-data-analytics-scheduled-to-speak-at-oreilly-artificial-intelligence-a9df242ec391,https://medium.com/@NTENT,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
31583,31583,NYC Mayors Office of Data Analytics: 2018 Year in Review and Look Ahead,,1,NYC Mayor's Office,,2019,2,4,7,120.0,https://medium.com/@NYCMayorsOffice/nyc-mayors-office-of-data-analytics-2018-year-in-review-and-look-ahead-1382903ec202,https://medium.com/@NYCMayorsOffice,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
32016,32016,Research as a Service (RaaS)Applications and Use Cases for Startups and Midsized ISVs (SMBs),,1,Nitor Infotech,,2019,11,7,4,0.0,https://medium.com/@NitorInfotech/research-as-a-service-raas-applications-and-use-cases-for-startups-and-midsized-isvs-smbs-b08ef7fcbc1c,https://medium.com/@NitorInfotech,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
32172,32172,Why We Built Oden,"We began Oden Technologies under the belief that theres no higher pursuit than to create things. There are those who forge steel, operate machines, and run factoriesthe men and women producing the products we use every day, building our world on factory floors everywhere. These Makers know",0,Oden Technologies,,2016,11,29,3,15.0,https://medium.com/@ODEN_tech/why-we-built-oden-6bfe0588d812,https://medium.com/@ODEN_tech,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
32942,32942,Data analytics and data integration are at the core of an omnichannel business,,1,Olga Annenko,,2017,12,19,5,0.0,https://medium.com/@O_Annenko/data-analytics-and-data-integration-are-at-the-core-of-an-omnichannel-business-8bdc0cae27a,https://medium.com/@O_Annenko,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33055,33055,MapD has rebranded to OmniSci,,1,OmniSci,,2018,10,23,3,0.0,https://medium.com/@OmniSci/mapd-has-rebranded-to-omnisci-a95c056a2a69,https://medium.com/@OmniSci,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33057,33057,OmniScis $55m Series C Funding Accelerates Our Mission,,1,OmniSci,,2018,10,23,5,0.0,https://medium.com/@OmniSci/omniscis-55m-series-c-funding-accelerates-our-mission-d94fb9acb7af,https://medium.com/@OmniSci,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33190,33190,The Role of Artificial Intelligence in Real-Time Analytics,,1,"Orchestrate Technologies, LLC",,2018,8,9,4,0.0,https://medium.com/@Orchestrate/the-role-of-artificial-intelligence-in-real-time-analytics-d039b82a05a8,https://medium.com/@Orchestrate,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33198,33198,The Value of Data Analytics in Modern Workplace Learning,,1,Origin Learning,,2020,2,25,8,0.0,https://medium.com/@Origin_Learning/the-value-of-data-analytics-in-modern-workplace-learning-af220e38e5d9,https://medium.com/@Origin_Learning,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33456,33456,"What technology, skills and abilities will non-technical HR pros need to get into analytics.",,1,Paul Apivat Hanvongse,,2019,12,4,3,0.0,https://medium.com/@PaulApivat/what-technology-skills-and-abilities-will-non-technical-hr-pros-need-to-get-into-analytics-21acbe4d30d5,https://medium.com/@PaulApivat,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33482,33482,UIDAI Database Hack Resurfaces The Old Question: Is Data Secure Today?,,1,Pebble Sierra,,2018,4,12,2,0.0,https://medium.com/@PebbleSierra/uidai-database-hack-resurfaces-the-old-question-is-data-secure-today-c9da60369ad2,https://medium.com/@PebbleSierra,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33789,33789,Is It Time for International Standards for Data Visualisation?,,1,Pixentia,,2017,10,2,3,11.0,https://medium.com/@Pixentia/is-it-time-for-international-standards-for-data-visualisation-9514583c285a,https://medium.com/@Pixentia,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33836,33836,5 Benefits of Data Analytics,"Technology is fast changing how businesses operate, and data analysis, skills, and knowledge is going to have",1,Populous XBRL Platform,,2020,2,11,3,0.0,https://medium.com/@PopulousXBRL/5-benefits-of-data-analytics-691bb46f8280,https://medium.com/@PopulousXBRL,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33837,33837,5 Pros of Data Analytics,B,1,Populous XBRL Platform,,2020,2,7,3,0.0,https://medium.com/@PopulousXBRL/5-pros-of-data-analytics-88bfb04e661d,https://medium.com/@PopulousXBRL,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33838,33838,Growth Starts With Data Analytics,data analysis ,1,Populous XBRL Platform,,2020,2,12,3,0.0,https://medium.com/@PopulousXBRL/growth-starts-with-data-analytics-15b201858617,https://medium.com/@PopulousXBRL,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33839,33839,How Business Intelligence Can Help Companies,"Simply put, business intelligence helps managers make better business decisions by",1,Populous XBRL Platform,,2020,2,17,3,0.0,https://medium.com/@PopulousXBRL/how-business-intelligence-can-help-companies-b0882ec86177,https://medium.com/@PopulousXBRL,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33840,33840,Insights From Big Data Analytics,"Big data analytics examines large amounts of data to uncover hidden patterns, correlations and other",1,Populous XBRL Platform,,2020,2,17,3,0.0,https://medium.com/@PopulousXBRL/insights-from-big-data-analytics-11198a880438,https://medium.com/@PopulousXBRL,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
33841,33841,Transform Data Into Actions,One of the most important reasons why business enterprises invest in an effective Business Intelligence (BI),1,Populous XBRL Platform,,2020,2,6,3,0.0,https://medium.com/@PopulousXBRL/transform-data-into-actions-3accdbac061b,https://medium.com/@PopulousXBRL,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
34243,34243,Power Moves in an Alternative Economy,,1,Rachel Jim,,2018,10,6,5,0.0,https://medium.com/@Racheljim/power-moves-in-an-alternative-economy-3fef80fa16a7,https://medium.com/@Racheljim,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
34434,34434,Mapping the Business Intelligence Region in a Digital World Moving towards Decentralization (Part 2),"When insights generated from quality data is employed in decision making process, strategy formulation and market re-positioning, what you get is unbeatable",0,Rasheed Bello,,2018,4,3,4,35.0,https://medium.com/@Rasheed.Bello/mapping-the-business-intelligence-region-in-a-digital-world-moving-towards-decentralization-part-a8ad7ffac6dd,https://medium.com/@Rasheed.Bello,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
34575,34575,Cambridge Analytica and the Psychology of Design,How one company has exposed the dark arts of user,1,Reed Snider,,2018,3,30,6,111.0,https://medium.com/@ReedSnider/the-psychology-of-design-is-changing-our-world-ddf29584bb1d,https://medium.com/@ReedSnider,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
34589,34589,Women Who Reign: Sam Petrie,The smallest act of kindness is worth more than the grandest intention.,1,ReigningIt,,2017,1,25,4,2.0,https://medium.com/@ReigningIt/women-who-reign-sam-petrie-98e7a77f28e5,https://medium.com/@ReigningIt,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
34594,34594,CA Veracode Uses Rekener to Power Coordinated ABM Campaigns,,1,Rekener,,2018,8,8,5,1.0,https://medium.com/@Rekener/ca-veracode-uses-rekener-to-power-coordinated-abm-campaigns-f97327384cde,https://medium.com/@Rekener,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
34595,34595,Three Reasons To Track Marketing And Sales KPIs Together,,1,Rekener,,2018,10,8,4,12.0,https://medium.com/@Rekener/three-reasons-to-track-marketing-and-sales-kpis-together-ae5d1b720244,https://medium.com/@Rekener,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
34600,34600,Using Data to Drive Customer Engagement,There are many different ways to achieve customer success,1,Relativity IM,,2018,5,24,3,0.0,https://medium.com/@Relativity_UK/using-data-to-drive-customer-engagement-3897f34d4a58,https://medium.com/@Relativity_UK,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
34646,34646,"BTS ARMY Dominates Twitter Upon Release of ON Music VideoTwitter Analytics | Feb. 27, 2020",,1,Research BTS,,2020,2,29,2,111.0,https://medium.com/@ResearchBTS/bts-army-dominates-twitter-upon-release-of-on-music-video-twitter-analytics-feb-27-2020-6cfcfff9da28,https://medium.com/@ResearchBTS,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
34787,34787, (1),,0,Robin Lee,,2016,5,30,3,28.0,https://medium.com/@RobinCRLee/%E8%B3%87%E6%96%99%E5%88%86%E6%9E%90%E5%B8%AB%E6%8A%80%E8%83%BD%E6%A8%B9-1-%E7%B5%B1%E8%A8%88%E5%9C%96%E8%A1%A8-70e5aae3001c,https://medium.com/@RobinCRLee,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
34793,34793,Filter Tableau data using URL parameters,"If you have ever used an online Tableau dashboard containing lots of data, you know the",1,Robin Hurni,,2020,8,6,4,0.0,https://medium.com/@RobinHurni/filter-tableau-data-using-url-parameters-c3c34d8d32f3,https://medium.com/@RobinHurni,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
35013,35013,Why does your company need a Business Intelligence solution?,,1,SGS Technologie,,2019,6,10,3,27.0,https://medium.com/@SGS_Technologie/why-does-your-company-need-a-business-intelligence-solution-d6eccfb2e175,https://medium.com/@SGS_Technologie,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
35305,35305,"Workplace, Data Analytics, and Ethics","1. Data, Analytics, & Ethics Sayed Ahmed Workplace [1]",1,8112223 Canada Inc.Justetc),,2019,9,18,1,0.0,https://medium.com/@SayedAhmedCanada/workplace-data-analytics-and-ethics-35a128aec5f,https://medium.com/@SayedAhmedCanada,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
35357,35357,Internet of Things and Data Analytics Handbook,Scott Amyx Contributes to the Internet of Things and Data Analytics Handbook by,1,Scott Amyx,,2016,10,31,4,2.0,https://medium.com/@ScottAmyx/internet-of-things-and-data-analytics-handbook-e64536047c8c,https://medium.com/@ScottAmyx,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
35373,35373,An essential guide and checklist for Data extraction,Data extraction services help tap the vast data resources available online or within internal sources and extract the,0,ScrapeHero,,2017,2,28,6,2.0,https://medium.com/@ScrapeHero/an-essential-guide-and-checklist-for-data-extraction-19842a24fcf9,https://medium.com/@ScrapeHero,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
36482,36482,This Cat Is A NinjaCat!,"In January I will be assuming the role of Director of Marketing with an amazing company, NinjaCat. NinjaCat is a",1,Scott Guttenberger,,2016,12,9,1,1.0,https://medium.com/@SkotTheMarketer/this-cat-is-a-ninjacat-d05473116cd8,https://medium.com/@SkotTheMarketer,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
36666,36666,Data Analytics and its Impact,Big,0,Atulmaharaj,,2016,2,29,3,0.0,https://medium.com/@Socialmaharaj/data-analytics-and-its-impact-2a14ec9d11cb,https://medium.com/@Socialmaharaj,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
36728,36728,How Can Data Analytics Improve Customer Servicing In Healthcare?,,1,Neha Sharma,,2019,4,29,3,0.0,https://medium.com/@SophiFranklin/how-can-data-analytics-improve-customer-servicing-in-healthcare-8e726169b543,https://medium.com/@SophiFranklin,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
36910,36910,Big Data: A force for good or a Black Mirror?,,1,Starcount,,2018,1,30,5,0.0,https://medium.com/@Starcount/big-data-a-force-for-good-or-a-black-mirror-7d6dcbe3cfcc,https://medium.com/@Starcount,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
37048,37048,A Data Analysis of Pokmon GOs One-Star Reviews,"As the highest-selling app in the world, Pokemon GO has unleashed a gaming craze unlike anything weve seen before. It has doubled Nintendos stock price in a week, brought adult non-gamers into the fold, and introduced a new generation to what",0,Bella Wei,,2016,7,21,4,0.0,https://medium.com/@Stratifyd/a-data-analysis-of-pok%C3%A9mon-gos-one-star-reviews-e887204458ea,https://medium.com/@Stratifyd,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
37049,37049,An Analysis on Why Google Maps is the Most Used Navigation App,,1,Bella Wei,,2016,8,30,4,0.0,https://medium.com/@Stratifyd/an-analysis-on-why-google-maps-is-the-most-used-navigation-app-58d438b60d60,https://medium.com/@Stratifyd,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
37050,37050,Analyzing Hype on the iPhone 7,"Nearly 30% of smartphone users are Apple iPhone customers (recent report), maybe youre one of them. To many Apple fans, iPhone is more than just a smartphone. Its art that represents a lifestyle, a belief and like Steve Jobs once said, a dream. A dream of how advanced the",0,Bella Wei,,2016,8,30,5,0.0,https://medium.com/@Stratifyd/analyzing-hype-on-the-iphone-7-59e9add3568b,https://medium.com/@Stratifyd,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
37051,37051,#CharlotteProtests on Twitter,"Stratifyd is headquartered in Charlotte, as many of you may already know. Everyone here at Stratifyd deeply and genuinely loves this young and vibrant city and the diversity of Charlotte. Since Tuesday evening, The Queen City has received attention from local, national and",0,Bella Wei,,2016,9,30,2,0.0,https://medium.com/@Stratifyd/charlotteprotests-on-twitter-7b045371c771,https://medium.com/@Stratifyd,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
37052,37052,Clash of the Generations,Signals,0,Bella Wei,,2016,6,10,4,0.0,https://medium.com/@Stratifyd/clash-of-the-generations-67f480f26c7f,https://medium.com/@Stratifyd,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
37053,37053,Gleaning Customer InsightsForever 21,"In the retail world, nobody wants to be last to the party. Forever 21 is known for",1,Bella Wei,,2016,7,31,4,0.0,https://medium.com/@Stratifyd/gleaning-customer-insights-forever-21-a7cb823486a8,https://medium.com/@Stratifyd,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
37055,37055,Infographic: The Tweets that Make Trump Tick,,1,Bella Wei,,2016,5,17,0,0.0,https://medium.com/@Stratifyd/infographic-the-tweets-that-make-trump-tick-e7519b1f881,https://medium.com/@Stratifyd,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
