,Unnamed: 0,Title,Subtitle,Image,Author,Publication,Year,Month,Day,Reading_Time,Claps,url,Author_url,Tag_artificial-intelligence,Tag_data-analytics,Tag_data-engineering,Tag_data-science,Tag_deep-learning,Tag_machine-learning,Tag_nlp,Tag_python,Tag_r,Tag_reinforcement-learning,Tag_statistics,Category
73195,73195,Snowflake DatabaseTime Travel is a Data Engineers Best Friend!,,1,DataFive,,2020,8,12,4,14.0,https://medium.com/@datafive/snowflake-database-time-travel-is-a-data-engineers-best-friend-4378581e3517,https://medium.com/@datafive,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
73196,73196,SnowflakeResetting Identity Column Seed,Not a trivial task in Snowflake. Heres some work arounds.,1,DataFive,,2020,5,28,3,5.0,https://medium.com/@datafive/snowflake-resetting-identity-column-seed-4a332612b56b,https://medium.com/@datafive,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
73312,73312,,,1,Robert Carlos,,2020,8,25,4,0.0,https://medium.com/@datalivre/apache-nifi-inserindo-um-novo-campo-em-um-arquivo-csv-c6000952047e,https://medium.com/@datalivre,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
73847,73847,Looping over Spark: an antipattern,,0,David Mudrauskas,,2019,1,12,4,44.0,https://medium.com/@david.mudrauskas/looping-over-spark-an-antipattern-e10ac54824a0,https://medium.com/@david.mudrauskas,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
74642,74642,What I learned from finishing the Udacity Data Engineering Capstone,,1,Dai Dao,,2019,7,26,5,7.0,https://medium.com/@ddao/what-i-learned-from-finishing-the-udacity-data-engineering-capstone-acb7699aa921,https://medium.com/@ddao,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
74705,74705,Streaming Is Different than Batch,"Many organizations have a range of sophisticated analytics using tools like Hadoop, SAS, data warehouses, etc. These batch processes have the disadvantage of a potentially long delay between arrival of new data and the extraction of useful information from it, which can",0,Dean Wampler,,2019,6,7,2,0.0,https://medium.com/@deanwampleroreilly/streaming-is-different-than-batch-c2604fd0eb62,https://medium.com/@deanwampleroreilly,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
74851,74851,Query an external data source using Googles Data Warehouse solutionBigQuery,,1,Deena Dhayal,,2020,5,4,4,4.0,https://medium.com/@deenaaravind/query-an-external-data-source-using-googles-data-warehouse-solution-bigquery-9a6e51ed6048,https://medium.com/@deenaaravind,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
74895,74895,Exam Notes for Google Cloud Certified Data Engineer,- An enterprise data warehouse that solves this problem by enabling super-fast SQL queries using the processing power of Googles infrastructure- Fully,0,Deepak Dalavi,,2020,5,5,3,1.0,https://medium.com/@deepak7093/exam-notes-for-google-cloud-certified-data-engineer-e8e891a1a3d4,https://medium.com/@deepak7093,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
75542,75542,Cloud Data FusionAnchormen | Data activators,,1,Derk Crez e,,2019,6,20,7,0.0,https://medium.com/@derk.crezee/cloud-data-fusion-anchormen-data-activators-f3d036a02749,https://medium.com/@derk.crezee,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
75779,75779,Minimum Viable Spark Notebook with Jupyter and Almond,,1,Detoo,,2020,1,30,2,0.0,https://medium.com/@detoo/minimum-viable-spark-notebook-with-jupyter-and-almond-16fe95824352,https://medium.com/@detoo,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
76407,76407,How to instantly recover a table in Google BigQuery,If you need to Ctrl-Z (undo) after something went,1,Davor Hafnar,,2019,10,19,4,49.0,https://medium.com/@dhafnar/how-to-instantly-recover-a-table-in-google-bigquery-544a9b7e7a8d,https://medium.com/@dhafnar,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
76644,76644,Building a Data Lake with AWS Lake Formation,"With growing numbers of people accessing data, it is important that data platforms",1,Dhivakar Sathya,,2020,4,18,4,102.0,https://medium.com/@dhivakar.sathya/building-a-data-lake-with-aws-lake-formation-b61e786dec9f,https://medium.com/@dhivakar.sathya,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
79858,79858,"Gii thiu vi anh em dev, data v Holistics: nn tng dashboard tt, p v gip bn khe hn",,1,Nguy n Ng c Duy Lu n,,2019,7,27,6,179.0,https://medium.com/@duyluan/gi%E1%BB%9Bi-thi%E1%BB%87u-v%E1%BB%9Bi-anh-em-dev-data-v%E1%BB%81-holistics-n%E1%BB%81n-t%E1%BA%A3ng-dashboard-t%E1%BB%91t-%C4%91%E1%BA%B9p-v%C3%A0-gi%C3%BAp-b%E1%BA%A1n-kh%E1%BB%8Fe-h%C6%A1n-ed081b88410c,https://medium.com/@duyluan,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
80020,80020,Building a Fitness Pipeline in Google Cloud,"In my previous posts, I went over how we went about implementing a fitness program",1,Daniel Zagales,,2020,6,2,5,3.0,https://medium.com/@dzagales/building-a-fitness-pipeline-in-google-cloud-d2b4120331f3,https://medium.com/@dzagales,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
80528,80528,,5 reasons why you might want to,1,Ednalyn C. De Dios,,2020,5,17,3,3.0,https://medium.com/@ednalyn.dedios/initial-impressions-of-fivetran-a9f239e0dbf3,https://medium.com/@ednalyn.dedios,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
81105,81105,,,1,Kiranpreet Kaur,,2020,5,12,2,24.0,https://medium.com/@ekiran.preet/underutilized-skills-become-a-reason-career-transition-to-data-engineering-354062307e10,https://medium.com/@ekiran.preet,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
83978,83978,Peering through the Window of Structured Spark Streaming,,1,Manisha Jain,,2020,6,3,7,156.0,https://medium.com/@evermanisha/peering-through-the-window-of-structured-spark-streaming-d45da63d5821,https://medium.com/@evermanisha,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
84706,84706,Introduction to Data Engineering for the fresh grads,Lets discuss what requires to become a data,1,Ahmad Faiyaz,,2019,7,26,3,229.0,https://medium.com/@faiyaz26/intro-to-data-engineering-b651c4ca4bea,https://medium.com/@faiyaz26,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
85151,85151,Scalable Data Engineering Platform on Cloud,Deploy Apache Airflow on AWS ECS (using EC2). Part 1,1,Fartash Haghani,,2018,5,26,8,307.0,https://medium.com/@fartashh/scalable-data-engineering-platform-on-cloud-a557026aa02e,https://medium.com/@fartashh,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
85152,85152,Serverless Data Engineering Platform on Cloud,Deploy Apache Airflow on AWS ECS (using FARGATE). Part 2,1,Fartash Haghani,,2018,5,26,5,186.0,https://medium.com/@fartashh/serverless-data-engineering-platform-on-cloud-59741b5627a5,https://medium.com/@fartashh,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
85326,85326,, (domain,0,Felix Chern,,2016,6,30,4,250.0,https://medium.com/@fchern/%E9%82%A3%E4%BA%9B%E5%A4%A7%E6%95%B8%E6%93%9A%E6%9B%B8%E4%B8%8D%E6%9C%83%E6%95%99%E7%9A%84%E8%B3%87%E6%96%99%E5%B7%A5%E7%A8%8B-19f848829062,https://medium.com/@fchern,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
85337,85337,Consultas SQL no seu Data Lake com AWS Athena e Glue,,1,Fabiano Lira,,2020,5,10,5,2.0,https://medium.com/@fcstlira/consultas-sql-no-seu-data-lake-com-aws-athena-e-glue-459b56686ea4,https://medium.com/@fcstlira,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
85395,85395,Welcome to Apache Kafka -PARTE III (Jugando con topics).,,1,Fede Sardo,,2020,6,2,5,21.0,https://medium.com/@fedesardo/welcome-to-apache-kafka-topics-596a04e000,https://medium.com/@fedesardo,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
85641,85641,Big Data: Part 1,Beginners guide to Big Data tools,1,Ferhat Kochan,,2019,8,11,5,0.0,https://medium.com/@ferhatkochan/big-data-part-1-438df9b31557,https://medium.com/@ferhatkochan,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
85683,85683,Azure Data Engineer Certification Guide,most sought-after,1,Fernando Trejo,,2020,8,15,2,0.0,https://medium.com/@fernando.trejo/azure-data-engineer-certification-guide-cb2456443e2e,https://medium.com/@fernando.trejo,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
86105,86105,Introduction to SheelA Quick Guide -part 1,I am now in the process of reviewing and improving my,1,Rafael Fiorott,,2020,5,24,4,0.0,https://medium.com/@fiorott/introduction-to-sheel-a-quick-guide-part-1-8b1e742accd6,https://medium.com/@fiorott,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
86230,86230,Taking the data engineer out of ETL,A story of how Atlassian is reducing data engineering involvement,1,Feliks Krawczyk,,2017,9,30,6,293.0,https://medium.com/@fkrawczyk/taking-the-data-engineer-out-of-etl-68ac7828e9ab,https://medium.com/@fkrawczyk,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
86270,86270,Programatically querying AWS Athena with JDBC driver,,1,Fl vio Teixeira,,2020,7,19,3,3.0,https://medium.com/@flavio.mtps/programatically-querying-aws-athena-with-jdbc-driver-5a2ef03a642b,https://medium.com/@flavio.mtps,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
86507,86507,DE mini-series: intro,Motivation:,0,Flavia Ninsiima,,2020,8,2,1,0.0,https://medium.com/@fninsiima/de-mini-series-intro-6590d297c88c,https://medium.com/@fninsiima,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
86771,86771,Tutorial: MongoDB local development environment on macOS,,1,Stephen Fox,,2018,11,5,4,11.0,https://medium.com/@foxjstephen/tutorial-mongodb-local-development-environment-on-macos-5f9b0ead4dc5,https://medium.com/@foxjstephen,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
86802,86802,Spark + Data Compaction,Optimizing data compaction for maximum Spark performance,1,fqaiser,,2019,5,2,10,58.0,https://medium.com/@fqaiser94/spark-data-compaction-ec9dee8712f9,https://medium.com/@fqaiser94,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
86983,86983,"Data brokerage and data analytics meet, as Intellegant joins DataBroker DAO alliance",Intellegant,0,Frank Van Geertruyden,,2018,3,28,2,51.0,https://medium.com/@frank_van_geertruyden/data-brokerage-and-data-analytics-meet-as-intellegant-joins-databroker-dao-alliance-7adfc3fcd7a4,https://medium.com/@frank_van_geertruyden,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
87129,87129,How to set up AWS Data Pipeline for the first time (Visual guide),,1,Frantzdy Romain,,2018,4,29,4,35.0,https://medium.com/@frantzdyromain/how-to-set-up-aws-data-pipeline-for-the-first-time-a-visual-guide-4b3d16310b90,https://medium.com/@frantzdyromain,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
87363,87363,4 types of Tech Data Team illustrated by a Venn Diagram,(And why you should care having the right mix),1,Francois Nguyen,,2020,7,25,2,0.0,https://medium.com/@frnguyen01/4-types-of-tech-data-team-illustrated-by-a-venn-diagram-bf92bbcb7db0,https://medium.com/@frnguyen01,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
87918,87918,Consuming a SOAP service using Azure Data Factory Copy Data Activity,,1,Gabriel Ribeiro,,2019,11,16,5,72.0,https://medium.com/@gabrielsribe/consuming-a-soap-service-using-azure-data-factory-copy-data-activity-a4a3332cc4c,https://medium.com/@gabrielsribe,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
88012,88012,How to Love jsonlusing JSON Line Format in your Workflow,Why you should think about using JSON Line,1,Alex Galea,,2019,7,23,3,92.0,https://medium.com/@galea/how-to-love-jsonl-using-json-line-format-in-your-workflow-b6884f65175b,https://medium.com/@galea,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
88130,88130,10 Resources To Make You Better at Microservices in 2019Cloudnweb,,0,ganesh mani,,2019,4,28,2,0.0,https://medium.com/@ganeshmani009/10-resources-to-make-you-better-at-microservices-in-2019-cloudnweb-f6026a3aea2c,https://medium.com/@ganeshmani009,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
88132,88132,How Apache Kafka works? Kafka SeriesPart 1Cloudnweb,,1,ganesh mani,,2019,4,25,2,0.0,https://medium.com/@ganeshmani009/how-apache-kafka-works-kafka-series-part-1-cloudnweb-dc325833f134,https://medium.com/@ganeshmani009,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
88670,88670,Power Automate: Create SharePoint to SQL Data Pipeline From a Scratch,"Believe it or not, a lot of work",1,Tech Zero,,2020,8,12,8,0.0,https://medium.com/@gbomzi4u/power-automate-create-sharepoint-to-sql-data-pipeline-from-a-scratch-65f29e8cceb5,https://medium.com/@gbomzi4u,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
88951,88951,Real Time Data Collection Pipeline at Scale,Full walkthrough to create data collection pipeline on AWS.,1,Gene Ng,,2018,12,12,10,389.0,https://medium.com/@geneng/real-time-data-collection-pipeline-at-scale-7cf1f6976da9,https://medium.com/@geneng,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
88953,88953,Stream Data Processing using Apache Beam,In this tutorial we will guide you through the steps of,1,Gene Ng,,2019,2,3,10,270.0,https://medium.com/@geneng/stream-data-processing-using-apache-beam-79b8d46151fc,https://medium.com/@geneng,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
89109,89109,"[S1] [E12] An Engineers Life from Asian Upbringing w/ George Lu, the Data Engineer at Figure",,1,George Wu,,2019,8,28,2,0.0,https://medium.com/@george.res.wu/s1-e12-an-engineers-life-from-asian-upbringing-w-george-lu-the-data-engineer-at-figure-bce47ae5fba6,https://medium.com/@george.res.wu,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
90897,90897,Apache Kylin on Kubernetes,Introduction,1,Gopi Kannedhara,,2020,8,2,9,7.0,https://medium.com/@gopinath530/apache-kylin-on-kubernetes-bf25ed045f7c,https://medium.com/@gopinath530,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
91074,91074,How to generate dummy dataset for spark jobs testing,This article demonstrates a simple and quick way,1,Akshay Goyal,,2020,4,19,2,50.0,https://medium.com/@goyalakshay/how-to-generate-dummy-dataset-for-spark-jobs-testing-3247727b3e66,https://medium.com/@goyalakshay,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
91137,91137,Data ExplorationIndian Administrative Divisions,,1,Pavan B Govindaraju,,2019,12,23,3,14.0,https://medium.com/@gpavanb/data-exploration-indian-administrative-divisions-e52a1678e6a0,https://medium.com/@gpavanb,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
91613,91613,Many Competitive Price Intelligence Monitoring Tools Give You Wrong Data,By Prasanna Dhungel,1,GrowByData Content Team,,2019,1,15,2,0.0,https://medium.com/@growbydata/many-competitive-price-intelligence-monitoring-tools-give-you-wrong-data-f1c3df791357,https://medium.com/@growbydata,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
91634,91634,Extracting Data from BigQuery table to Parquet into GCS using Cloud Dataflow and Apache Beam,,1,Satyasheel,,2019,5,29,3,26.0,https://medium.com/@gruby/extracting-data-from-bigquery-table-to-parquet-into-gcs-using-cloud-dataflow-and-apache-beam-c63ce819b06a,https://medium.com/@gruby,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
91826,91826,Executando consultas SQL no seu S3 Data Lake usando AWS Glue e Athena,,1,Guilherme Passos,,2020,7,6,9,11.0,https://medium.com/@guilhermeepassos/executando-consultas-sql-no-seu-s3-data-lake-usando-aws-glue-e-athena-a41bdd986ea4,https://medium.com/@guilhermeepassos,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
91838,91838,Its in days like these where survival depends on data to know what the hell is going on,,1,Guillaume Aym ,,2020,3,24,3,2.0,https://medium.com/@guillaume.ayme/its-in-days-like-these-where-survival-depends-on-data-to-know-what-the-hell-is-going-on-99429b66e920,https://medium.com/@guillaume.ayme,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
92023,92023,My CI/CD journey with Azure Pipelines,"To begin with, I had no prior experience in developing my own CI/CD pipeline.While I was",1,Gunjan Bali,,2020,8,26,2,13.0,https://medium.com/@gunjan.bali/my-ci-cd-journey-withazure-pipelines-3839fb995c3,https://medium.com/@gunjan.bali,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
92242,92242,"Aman ha, bakn, Henry Kissingerda AI dedi",Bugne kadar ortada bir i blm vard sanki. Kimin ne ile ilgilenecei daha bir,1,guven sak,,2018,7,27,5,6.0,https://medium.com/@guvsak/aman-ha-bak%C4%B1n-henry-kissingerda-ai-dedi-5c660c3d9c0a,https://medium.com/@guvsak,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
92247,92247,Data Engineering: Transactional vs Analytical Workloads,"Many times, people tend to confuse between",1,Gu Xie,,2020,4,9,6,0.0,https://medium.com/@guxie/data-engineering-transactional-vs-analytical-workloads-ab1a03832b2c,https://medium.com/@guxie,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
92338,92338,The Case for Database-First Pipelines,Quite a few data architectures involve both a database and Apache Kafkausually Kafka is,1,Gwen Shapira,,2019,3,30,3,528.0,https://medium.com/@gwenshapira/the-case-for-database-first-pipelines-f86240c69863,https://medium.com/@gwenshapira,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
92425,92425,SQL Server 2019 Big Data Cluster , end-to-end ,1,Lu Jiaqi,,2020,5,29,9,356.0,https://medium.com/@h164654156465/sql-server-2019-big-data-cluster-%E5%9F%BA%E6%9C%AC%E4%BB%8B%E7%B4%B9-3c714bcba9a5,https://medium.com/@h164654156465,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
92658,92658,News alert: NYC parcel dataset (PLUTO) is being transformed,,1,Hassan Adekoya,,2019,2,3,1,2.0,https://medium.com/@hadekoya/news-alert-nyc-parcel-dataset-pluto-is-being-transformed-1dd3a7240351,https://medium.com/@hadekoya,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
92728,92728,Airflow: When Your DAG is Far Behind The Schedule,"Airflow is a workflow management tool built by Airbnb. This open source project has been a very important tool in our organisation. At first, we used that only for our ETL, but now weve expanded its usage to almost all scheduled jobs that we",0,Hafiz Badrie Lubis,,2016,12,31,7,115.0,https://medium.com/@hafizbadrie/airflow-when-your-dag-is-far-behind-the-schedule-ea11bf02e44c,https://medium.com/@hafizbadrie,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
92916,92916,Apache Spark: from open source to industry,People often do not realize how Big Data affects their lives. But every person is a,1,Hakob Avjyan,,2018,12,6,4,50.0,https://medium.com/@hakobavjyan/apache-spark-from-open-source-to-industry-37eea4a695f4,https://medium.com/@hakobavjyan,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
93102,93102,"Data Pipelines, Testings & CI/CDsA minimal contextual example",,1,Hannie Ngo,,2020,6,25,3,3.0,https://medium.com/@han.sn.ngo/data-pipelines-testings-ci-cds-a-minimal-contextual-example-7a630cf82a6d,https://medium.com/@han.sn.ngo,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
93709,93709,AWS Certified Cloud Practitioner for Complete Beginners,,1,Harry Brady,,2020,7,29,6,4.0,https://medium.com/@harrybrady1/aws-certified-cloud-practitioner-for-complete-beginners-a4967a1de5af,https://medium.com/@harrybrady1,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
94140,94140,Sequential Scheduled Batch Job in Terraform,AWS Batch + Lambda + CloudWatch Event,1,Hayata Yamamoto,,2020,8,9,4,0.0,https://medium.com/@hayatayamamoto/sequential-scheduled-batch-job-in-terraform-aws-batch-lambda-cloudwatch-event-93ba85cb2917,https://medium.com/@hayatayamamoto,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
94385,94385,Starting out in Business Intelligence,"So I have been working in Business Intelligence for around a year now, mostly data wrangling",1,hedgy_,,2019,3,15,4,2.0,https://medium.com/@hedgy_/starting-out-in-business-intelligence-3657d42fffc3,https://medium.com/@hedgy_,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
94630,94630,Google Cloud Professional Data Engineer CertificationMy personal road map and thoughts in 2020,,1,Jo o Vitor Baptista,,2020,2,4,6,19.0,https://medium.com/@helpthx/google-cloud-professional-data-engineer-certification-my-personal-road-map-and-thoughts-in-2020-b78f5e1984ca,https://medium.com/@helpthx,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
94980,94980,Need of Apache Spark,Hi guys everybody is busy leaning in Apache Spark no doubt it is one of the most hottest tech in todays scenario for,1,Harshit Garg,,2020,4,22,3,0.0,https://medium.com/@hgarg1010/need-of-apache-spark-4d65320c1369,https://medium.com/@hgarg1010,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
95519,95519,Using RedShift Spectrum as our Primary Query Engine,"In this post, we would like to share why and how HK01 migrated its data warehouse from a single Redshift cluster to a data lake solution by utilizing Redshift Spectrum. From our experience, this infrastructure is more scalable in terms of",0,Hoi,,2018,12,28,6,341.0,https://medium.com/@hoiy/using-redshift-spectrum-as-our-primary-query-engine-26c768afeb5d,https://medium.com/@hoiy,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
96826,96826,HDP 2.6 to HDP 3.1 upgrade guide,A quick overview of the main changes introduced to the Hortonworks Data Platoform moving from version,1,Riccardo Iacomini,,2020,3,21,5,0.0,https://medium.com/@iacomini.riccardo/hdp-2-6-to-hdp-3-1-upgrade-guide-9d7544d04071,https://medium.com/@iacomini.riccardo,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
96928,96928,Spark ETL To Derive Sales Insights on Azure HDInsight And Power BI,,1,Dash Desai,,2020,7,21,6,0.0,https://medium.com/@iamontheinet/spark-etl-to-derive-sales-insights-on-azure-hdinsight-and-power-bi-303183bc2fce,https://medium.com/@iamontheinet,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
97344,97344,SQL ServerPart 5,Indexes,1,Idan Mashiach,,2020,4,12,5,7.0,https://medium.com/@idanmashi/sql-server-part-5-b0a21475702f,https://medium.com/@idanmashi,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
98530,98530,Mediumlet #3,Data Skeptics Advertising Attribution with Nathan Janos. ,0,Igor Nesterenko,,2017,7,22,2,0.0,https://medium.com/@igornester/mediumlet-3-d1680ddae66c,https://medium.com/@igornester,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
98732,98732,Catatan pribadi : dasar Big Data dan Machine Learning menggunakan Google Cloud Platform,Data Engineering with Google Cloud Professional,0,Ilham,,2020,4,22,1,0.0,https://medium.com/@ilhamije/catatan-pribadi-dasar-big-data-dan-machine-learning-menggunakan-google-cloud-platform-1183032a1785,https://medium.com/@ilhamije,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
98733,98733,Note : Choosing GCP solution for ML,Unstructured data is omnipresent in a business and really hard to extract value from it. GCP has a wide range of ML solutions depending on business resource and needs.,0,Ilham,,2020,5,17,1,0.0,https://medium.com/@ilhamije/note-choosing-gcp-solution-for-ml-433da86dca8c,https://medium.com/@ilhamije,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
99670,99670,"Data Engineer, Data Scientist  Data Analyst ",  3 ,0,CORALINE CO. LTD,,2017,10,30,1,153.0,https://medium.com/@info_46914/data-engineer-data-scientist-%E0%B9%81%E0%B8%A5%E0%B8%B0-data-analyst-%E0%B8%95%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%AD%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B9%84%E0%B8%A3-4202b519183e,https://medium.com/@info_46914,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
99745,99745,"Apache KylinArchitecture, Challenges and Optimization Techniques",,1,Tiger Analytics,,2019,6,5,4,2.0,https://medium.com/@info_91596/apache-kylin-architecture-challenges-and-optimization-techniques-132ab6dddf44,https://medium.com/@info_91596,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
99747,99747,Controlling Parallel Threads in each Processor Group in Apache NiFi,By Karthikeyan Sivabaskaran,1,Tiger Analytics,,2019,10,29,7,1.0,https://medium.com/@info_91596/controlling-parallel-threads-in-each-processor-group-in-apache-nifi-c262ab30b09e,https://medium.com/@info_91596,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
99758,99758,Real Time NiFi Alerts and Automated Log Capturing in Spark,By Karthikeyan Sivabaskaran,1,Tiger Analytics,,2019,3,23,5,20.0,https://medium.com/@info_91596/real-time-nifi-alerts-and-automated-log-capturing-in-spark-743aa101109b,https://medium.com/@info_91596,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
99760,99760,The Internal Workings of Spark-Snowflake Connector,,1,Tiger Analytics,,2020,6,25,8,10.0,https://medium.com/@info_91596/the-internal-workings-of-spark-snowflake-connector-fd061aed65c4,https://medium.com/@info_91596,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
99896,99896,Data Engineering,,1,Curiosio by Ingeenee,,2019,2,12,7,102.0,https://medium.com/@ingeenee/data-engineering-45a64ab8f373,https://medium.com/@ingeenee,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
101555,101555,Data Engineering Bootcamp,"Data Engineering, by definition, is the practice of processing data for an enterprise. Through the course of this bootcamp, a user will learn this essential skill and will be equipped to process both streaming data and data in offline batches.",0,Durga Gadiraju,,2018,12,19,1,1.0,https://medium.com/@itversity/data-engineering-bootcamp-954fc3607edd,https://medium.com/@itversity,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
101903,101903,  :   ,"               .    ,        .",1, ,,2019,2,7,6,1.0,https://medium.com/@ja3ck/%EC%B6%94%EC%B2%9C-%EC%84%9C%EB%B9%84%EC%8A%A4-%EC%83%81%EA%B1%B0%EB%9E%98-%EC%82%AC%EC%9D%B4%ED%8A%B8%EC%97%90%EC%84%9C%EC%9D%98-%EA%B2%BD%ED%97%98%EB%93%A4-7ed1d307cd0,https://medium.com/@ja3ck,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
102746,102746,"Introducing SingerSimple, Composable, Open Source ETL",,1,Jake Stein,,2017,3,31,3,67.0,https://medium.com/@jakestein/introducing-singer-simple-composable-open-source-etl-a4a6da7eac19,https://medium.com/@jakestein,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
103057,103057,IAM Roles for Loading Data From S3 into Redshift,,1,James Densmore,,2019,5,10,4,5.0,https://medium.com/@jamesdensmore/iam-roles-for-loading-data-from-s3-into-redshift-281f6b62c284,https://medium.com/@jamesdensmore,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
103378,103378,Carreiras na Cincia de Dados 4O ENGENHEIRO DE DADOS,,1,Janete Ribeiro,,2020,8,28,4,3.0,https://medium.com/@janete.ribeiro/carreiras-na-ci%C3%AAncia-de-dados-4-o-engenheiro-de-dados-fd0783e71711,https://medium.com/@janete.ribeiro,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
103390,103390,Curbing the spread of the Coronavirus  a matter of good data architecture?,,1,Jan-Felix Schneider,,2020,2,3,6,5.0,https://medium.com/@janfelixschneider/curbing-the-spread-of-the-coronavirus-a-matter-of-good-data-architecture-e3bd7487b95b,https://medium.com/@janfelixschneider,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
104179,104179,Understanding Data Pipeline Integration and Business Intelligence,Understanding Core Concepts:,1,Jayshil,,2020,6,25,5,0.0,https://medium.com/@jayshil97/understanding-data-pipeline-integration-and-business-intelligence-efdd0016ebe4,https://medium.com/@jayshil97,0,0,1,0,0,0,0,0,0,0,0,Tag_data-engineering
